Name,playerid,tot
Cayden Hatcher,sa3008291,3.8
Miguel Vinicio,sa3008164,3.8
Zamil Castillo,sa3006118,3.8
Michael McCormick,sa3004114,3.8
Michael Mercado,sa3005024,3.8
Michael Mertz,sa918296,3.8
Michael Messier,sa918380,3.8
A.J. Bogucki,sa738484,3.8
Michael Montero,sa3002610,3.8
Michael Murray,sa857583,3.8
Cesar Angomas,sa3003057,3.8
Zak Baayoun,sa3010661,3.8
Michael Petersen,sa658475,3.8
Cesar Rosado,sa873321,3.8
Zack Weiss,15444,3.8
Cesar Loaiza,sa3005892,3.8
Cesar Carrillo,4697,3.8
Miguel Aguilar,sa877827,3.8
Miguel Ausua,sa3006835,3.8
Zack Dodson,sa501219,3.8
Miguel Rosario,sa659903,3.8
Aaron Ford,sa3004476,3.8
Miguel Pena,sa3003115,3.8
Aaron Hernandez,sa3008599,3.8
Miguel Pozo,sa3005893,3.8
Miguel Ramirez,sa917500,3.8
Miguel Rondon,sa3006068,3.8
Zach Neff,sa3008068,3.8
Zack Burdi,sa856551,3.8
Carson Teel,sa3007597,3.8
Zach Muckenhirn,sa915809,3.8
Zach Mort,sa3008172,3.8
Zach Matson,sa918537,3.8
Carson Lance,sa3004592,3.8
Miguel Suero,sa3006066,3.8
Miguel Paulino,sa917672,3.8
Carter Love,sa3007625,3.8
Miguel Mejia,sa514279,3.8
Miguel Medrano,sa947763,3.8
Zach Schellenger,sa873651,3.8
Miguel Lara,sa873548,3.8
Miguel Lar,sa3005453,3.8
Zach Spears,sa3006974,3.8
Miguel Hernandez,sa873180,3.8
Casey Brown,sa3002598,3.8
Zach Warren,sa829420,3.8
Miguel Figueroa,sa916836,3.8
Miguel Figueroa,sa3007781,3.8
Zach Willeman,sa3008443,3.8
Zach Wolf,sa3008071,3.8
Miguel De Los Santos,sa917357,3.8
Aaron Brown,sa598306,3.8
Yosshel Hurtado,sa829111,3.8
Carlos Hernandez,sa3004199,3.8
Carlos Guzman,sa871477,3.8
Adam Choplick,sa598307,3.8
Yoelvis Reyes,sa3006542,3.8
Yoelvis Guedez,sa3005883,3.8
Yoelvin Silven,sa3006619,3.8
Yoel Espinal,sa597725,3.8
Nick Wells,sa828791,3.8
Yoel Diaz,sa917049,3.8
Nicolas Debora,sa688946,3.8
Yoendrys Gomez,sa3004650,3.8
Nicolas Heredia,sa733608,3.8
Nicolas Medina,sa3003035,3.8
Adam Hill,sa876313,3.8
Nicoly Pina,sa3005875,3.8
Reymin Guduan,13058,3.8
Niomar Gomez,sa3002607,3.8
Nick Vespi,sa875778,3.8
Nick Thwaits,sa3008333,3.8
Carlos Guarate,sa3006127,3.8
Yohanse Morel,sa3005685,3.8
Cam Sanders,sa3008067,3.8
Cam Robinson,sa3005216,3.8
Nick Nelson,sa829552,3.8
Cam Baird,sa3007482,3.8
Cam Alldred,sa3006833,3.8
Calvin Faucher,sa3004013,3.8
Caleb Smith,sa829209,3.8
Adam Bleday,sa3004085,3.8
Nick Snyder,sa3005100,3.8
Nick Sprengel,sa3007714,3.8
Nick Starr,sa3008488,3.8
Nick Struck,sa503356,3.8
Caleb Simpson,sa738717,3.8
Yohan Ramirez,sa922200,3.8
Nivaldo Rodriguez,sa943525,3.8
Noah Bremer,sa915571,3.8
Noah Murdock,sa919012,3.8
Ofreidy Gomez,sa737451,3.8
Odalvi Javier,sa877574,3.8
Oddanier Mosqueda,sa917882,3.8
Oddy Nunez,sa874248,3.8
Yerry Rodriguez,sa918130,3.8
Ofelky Peralta,sa828239,3.8
Yerry De Los Santos,sa873562,3.8
Burris Warner,sa918496,3.8
Adam Kloffenstein,sa3008578,3.8
Yeremin Lara,sa917804,3.8
Yerelmy Garcia,sa917747,3.8
Oliver Garcia,sa917415,3.8
Oliver Jaskie,sa915858,3.8
Oliver Ortega,sa872800,3.8
Buddy Borden,sa737851,3.8
Octavio Acosta,sa548115,3.8
Normand Mendoza,sa3008175,3.8
Norman Elenes,sa504948,3.8
Yeudry Manzanillo,sa917769,3.8
Yeudy Colon,sa875300,3.8
Nolan Sanburn,sa549956,3.8
Nolan Martinez,sa917988,3.8
Nolan Long,sa659265,3.8
C.J. Saylor,sa658930,3.8
Yeudy Garcia,sa828169,3.8
Yeury Gervacio,sa3007468,3.8
Noel De Jesus,sa879105,3.8
Noe Toribio,sa3003041,3.8
Cal Maduro,sa3009720,3.8
Yeyson Velez,sa3008405,3.8
Adam Lau,sa876250,3.8
Yimmi Brasoban,sa598120,3.8
Yoilan Quinonez,sa3004769,3.8
Cameron Bishop,sa829601,3.8
Cameron Gann,sa875845,3.8
Yordy Guaba,sa3006616,3.8
Nathan Webb,sa918814,3.8
Nathan Witt,sa3005340,3.8
Yordys Alejo,sa599357,3.8
Nathanael Perez,sa3002988,3.8
Nathanael Santiago,sa869604,3.8
Nattino Diplan,sa737469,3.8
Carlos Espinal,sa872567,3.8
Nelson Galindez,sa3004645,3.8
Carlos Duran,sa3006404,3.8
Carlos Diaz,sa597196,3.8
Carlos De Leon,sa916092,3.8
Carlos De Avila,sa3005895,3.8
Carlos D. Rodriguez,sa916951,3.8
Nelfri Contreras,sa3002809,3.8
Nathan Thompson,sa918632,3.8
Nathan Kirby,sa874754,3.8
Yorlenis Noa,sa3006546,3.8
Yorvin Pantoja,sa873466,3.8
Carlos Fisher,9832,3.8
Abraham Almonte,sa3004017,3.8
Carlos Francisco,sa3003153,3.8
Yosmel Naranjo,sa3005894,3.8
Yosmer Solorzano,sa877527,3.8
Nathan Alexander,sa3007969,3.8
Carlos Gomez,sa3006699,3.8
Nate Peden,sa3005017,3.8
Carlos Gonzalez,sa917900,3.8
Nate Griep,sa875199,3.8
Nate Fisher,sa3009863,3.8
Nate Bertness,sa875697,3.8
Naswell Paulino,sa3002998,3.8
Nelson Acosta,sa828578,3.8
Carlos Cortes,sa880945,3.8
Yon Castro,sa3005848,3.8
Adalberto Pena,sa873174,3.8
Carl Edwards Jr.,13607,3.8
Nick Gallagher,sa3005408,3.8
Camilo Doval,sa916835,3.8
Yonathan Ramirez,sa830645,3.8
Nick Green,sa738690,3.8
Nick Gruener,sa918503,3.8
Nick Hernandez,sa918109,3.8
Abrahan Hiraldo,sa3006620,3.8
Nick Highberger,sa872728,3.8
Nick Howard,sa827196,3.8
Nick Jobst,sa918342,3.8
Nick Johnson,sa3006773,3.8
Nick Kennedy,sa3004987,3.8
Cameron Griffin,sa738927,3.8
Nick Duron,sa876053,3.8
Carlos Acevedo,sa828812,3.8
Carlos Alejo,sa919033,3.8
Abrahan Lopez,sa3003107,3.8
Nick Brown,sa915777,3.8
Yordi Rosario,sa919881,3.8
Carlos Bustamante,sa654744,3.8
Carlos Caminero,sa3002931,3.8
Nicholas Padilla,sa875621,3.8
Carlos Campos,sa3005457,3.8
Nic Laio,sa3009861,3.8
Carlos Carreno,sa917564,3.8
Carlos Chavez,sa977183,3.8
Nestor Bautista,sa829590,3.8
Nelvin Correa,sa3003103,3.8
Nelson Prada,sa3002944,3.8
Nelson Leon,sa828241,3.8
Reyes Moronta,14966,3.8
Rio Gomez,sa3004676,3.8
Braulio Lara,sa506176,3.8
Spencer Kulman,sa3004921,3.8
Sonny Vargas,sa3006163,3.8
Anyelo Luna,sa3003048,3.8
Alex Palsha,sa829433,3.8
Antonio Villalba,sa3005884,3.8
Tyler Ferguson,sa658964,3.8
Tyler Fallwell,sa918454,3.8
Spencer Moran,sa829020,3.8
Tyler Gray,sa3007723,3.8
Antonio Pujols,sa3002929,3.8
Antonio Jimenez,sa3008074,3.8
Stanly Sabino,sa917791,3.8
Starlin Cordero,sa874250,3.8
Alex Robinson,sa827436,3.8
Starlyn Reynoso,sa3006147,3.8
Tyler Gillies,sa3008645,3.8
Solomon Bates,sa3006951,3.8
Steffon Moore,sa3007857,3.8
Sidney Duprey,sa918933,3.8
Ariel Hernandez,15603,3.8
Shelby Lackey,sa3006771,3.8
Ariel Gracia,sa657629,3.8
Argenis Romano,sa872882,3.8
Argenis Rodriguez,sa737483,3.8
Shuruendy Valeriano,sa3005813,3.8
Argenis Liriano,sa3006104,3.8
Slater Lee,sa3004224,3.8
Argenis Bravo,sa3005203,3.8
Argenis Blanco,sa737195,3.8
Argenis Angulo,sa829470,3.8
Tyler Hallead,sa918521,3.8
Simon Rosenblum-Larson,sa3006772,3.8
Skylar Arias,sa918539,3.8
Antonio Hernandez,sa3002788,3.8
Stephan Meyer,sa875772,3.8
Shea Murray,sa3006760,3.8
Anthony Carter,sa302341,3.8
Steven Cruz,sa3003140,3.8
Steven Farinaro,sa737934,3.8
Steven Farnworth,sa829337,3.8
Anthony Castro,sa656041,3.8
Steven Jennings,sa3004812,3.8
Steven Klimek,sa876117,3.8
Alex Winkelman,sa874113,3.8
Alex Webb,sa876242,3.8
Alexander Martinez,sa880047,3.8
Alexander Vizcaino,sa920272,3.8
Anjul Hernandez,sa735868,3.8
Steven Perez,sa3008362,3.8
Stiward Aquino,sa3002911,3.8
Alexis Araujo,sa3006098,3.8
Tyler Buffett,sa918044,3.8
Alex Valverde,sa3005207,3.8
Antonio Guzman,sa507037,3.8
Stephen Ridings,sa918119,3.8
Antonio Garzon,sa509479,3.8
Stephen Greenlees,sa3004774,3.8
Tyler Day,sa3004105,3.8
Antonio Cardenas,sa3002681,3.8
Alex Royalty,sa3006825,3.8
Anton Kuznetsov,sa3004331,3.8
Alex Scherff,sa3005397,3.8
Alex Valdez,sa3005432,3.8
Alex Schick,sa738140,3.8
Stephen Woods Jr.,sa737853,3.8
Anthony Trompiz,sa879106,3.8
Stetson Woods,sa829165,3.8
Alex Speas,sa917945,3.8
Alex Troop,sa915638,3.8
Alex Mejias,sa917876,3.8
Ariel Mojica,sa3003099,3.8
Avery Weems,sa3010256,3.8
Sean Rackoski,sa3006964,3.8
Austin Moore,sa918589,3.8
Tyler Pike,sa657974,3.8
Tyler Peyton,sa876105,3.8
Alex Demchak,sa3008565,3.8
Austin Lambright,sa3007236,3.8
Alex DuBord,sa3006979,3.8
Tyler Mondile,sa918013,3.8
Sean Isaac,sa918944,3.8
Tyler Mitzel,sa3007862,3.8
Sean Stutzman,sa920319,3.8
Sebastian Kessay,sa738247,3.8
Sebastian Tabata,sa3006576,3.8
Tyler McKay,sa3007851,3.8
Sergio Alvarado,sa977123,3.8
Sean Keselica,sa876113,3.8
Austin Orewiler,sa875673,3.8
Austin Hansen,sa3006956,3.8
Austin Shields,sa918940,3.8
Scott Kuzminsky,sa3005312,3.8
Scott Moss,sa738902,3.8
Alejandro Vallejo,sa3002619,3.8
Scott Politz,sa3010377,3.8
Scott Snodgress,12020,3.8
Austin Smith,sa874790,3.8
Scott Williams,sa829019,3.8
Alex Camacho,sa3006994,3.8
Tyler Smith,sa3006828,3.8
Sean Barry,sa3005214,3.8
Tyler Schimpf,sa829573,3.8
Austin Schulfer,sa3007585,3.8
Alex Bostic,sa918194,3.8
Austin Ross,sa3007817,3.8
Sergio Cubilete,sa917366,3.8
Sergio Pacheco,sa919042,3.8
Ariel Pena,10240,3.8
Shane McCarthy,sa915740,3.8
Alex Hermeling,sa602673,3.8
Alex Katz,sa827486,3.8
Alex Lange,sa3005280,3.8
Arturo Barradas,sa328589,3.8
Tyler Joyner,sa3006836,3.8
Alex Maestri,sa328310,3.8
Tyler Jones,sa3007999,3.8
Shane Baz,sa3004765,3.8
Tyler Johnson,sa915688,3.8
Aron McRee,sa919545,3.8
Alex Mauricio,sa3004337,3.8
Shawn Dubin,sa3007248,3.8
Armando Ruiz,sa875995,3.8
Arlinthon De Dios,sa3005446,3.8
Ashur Tolliver,10044,3.8
Shae Simmons,14200,3.8
Tyler Mark,sa875058,3.8
Austin Franklin,sa917977,3.8
Sergio Sierra,sa826043,3.8
Sergio Suarez,sa828486,3.8
Austin Glorius,sa883131,3.8
Seth Blair,sa526934,3.8
Seth Corry,sa3004648,3.8
Austin Gardner,sa3004459,3.8
Austin Drury,sa3008043,3.8
Austin Anderson,sa3007722,3.8
Austin DeCarr,sa828795,3.8
Austin Cox,sa3007777,3.8
Austin Conway,sa3006837,3.8
Seth Nordlin,sa3004215,3.8
Seth Romero,sa3005301,3.8
Austin Briggs,sa3007261,3.8
Ty Tice,sa3004015,3.8
Ty Damron,sa738284,3.8
Alexis Candelario,sa3000055,3.8
Trey Cobb,sa918276,3.8
Andrew Faulkner,12982,3.8
Tom Sutera,sa3008478,3.8
Tom Windle,sa549785,3.8
Andrew Deramo,sa918673,3.8
Tomas Alastre,sa873529,3.8
Tomas Reyes,sa3008445,3.8
Tommy DeJuneas,sa915735,3.8
Andrew Gutierrez,sa3002587,3.8
Tommy Doyle,sa829687,3.8
Alger Hodgson,sa916713,3.8
Andrew Cabezas,sa3007461,3.8
Andrew Budier,sa3006111,3.8
Allan Beltre,sa3006356,3.8
Allan Winans,sa3007580,3.8
Andrew Gist,sa913053,3.8
Trey Cochran-Gill,sa827389,3.8
Allinson Benitez,sa3003024,3.8
Andrew Miller,sa3008557,3.8
Andrew Perez,sa3006640,3.8
Tim Hardy,sa3004104,3.8
Tim Herrin,sa3007262,3.8
Alfredo Tavarez,sa918485,3.8
Andrew Mitchell,sa3007801,3.8
Tim Naughton,sa3004713,3.8
Andrew McDonald,sa857612,3.8
Trey Cumbie,sa3006954,3.8
Tim Viehoff,sa918261,3.8
Tobias Myers,sa918088,3.8
Trey Killian,sa827345,3.8
Andrew Lee,sa856275,3.8
Andrew Jordan,sa875613,3.8
Tom Cosgrove,sa915675,3.8
Allen Montgomery,sa3008245,3.8
Alsis Herrera,sa945470,3.8
Alexis Diaz,sa875576,3.8
Travis Perry,sa3007488,3.8
Andres Avila,sa541874,3.8
Andre Wheeler,sa549578,3.8
Travis MacGregor,sa917950,3.8
Anderson Pilar,sa917899,3.8
Travis Neubeck,sa875202,3.8
Travis Ott,sa738460,3.8
Andre Scrubb,sa873285,3.8
Andres Falcon,sa3006632,3.8
Travis Seabrooke,sa738330,3.8
Anderson Polanco,sa596949,3.8
Andre Jackson,sa829605,3.8
Trent Johnson,sa918354,3.8
Andre Davis,sa875206,3.8
Anderson Severino,sa838671,3.8
Travis Herrin,sa875780,3.8
Andres German,sa3002937,3.8
Alvaro Seijas,sa861440,3.8
Andres Torres,sa828533,3.8
Tommy Peterson,sa875600,3.8
Amilcar Gaxiola,sa510464,3.8
Tommy Thorpe,sa829121,3.8
Anderson Amarista,sa917061,3.8
Trevor Horn,sa3007457,3.8
Tony Amezcua,sa548382,3.8
Anderson Bido,sa3004204,3.8
Anderson Parra,sa3002682,3.8
Tony Cordova,sa548642,3.8
Tony Dibrell,sa3004657,3.8
Anderson Mercedes,sa3005711,3.8
Tony Guerra,sa870202,3.8
Andres Nunez,sa3006796,3.8
Anderson Munoz,sa3007840,3.8
Tim Collins,3164,3.8
Andrew Politi,sa3007243,3.8
Trey Riley,sa3007611,3.8
Angel Felipe,sa881181,3.8
Alfonso Hernandez,sa917812,3.8
Angel Landazuri,sa549571,3.8
Tanner Lawson,sa3007208,3.8
Tanner Myatt,sa3007719,3.8
Angel Guillen,sa828481,3.8
Angel German,sa739256,3.8
Alfonso Sanchez,sa508091,3.8
Tanner Dodson,sa3007008,3.8
Angel De Jesus,sa921876,3.8
Angel Cuenca,sa3006414,3.8
Taylor Ahearn,sa3004485,3.8
Angel Acevedo,sa917893,3.8
Anfernee Benitez,sa657700,3.8
Aneurys Zabala,sa828514,3.8
Tanner Duncan,sa3004368,3.8
Tanner Chock,sa3007472,3.8
Tim Berry,sa503777,3.8
Tulio Santa Maria,sa3003016,3.8
Angel Rodriguez,sa922462,3.8
Tad Ratliff,sa3004683,3.8
Alexis Portillo,sa3001065,3.8
Tahnaj Thomas,sa3003066,3.8
Ty Barkell,sa919333,3.8
Alexis Ramirez,sa3006545,3.8
Tai Tiedemann,sa918110,3.8
Angel Macuare,sa3003039,3.8
Angel Rodriguez,sa871630,3.8
Taj Bradley,sa3007839,3.8
Tanner Allison,sa3005032,3.8
Angel Reyes,sa3006985,3.8
Angel Padron,sa873319,3.8
Angel Ozuna,sa3003151,3.8
Aneudy Acosta,sa917759,3.8
Aneudis Beard,sa3003125,3.8
Andy Toelken,sa3007218,3.8
Thomas Melgarejo,sa328570,3.8
Theo McDowell,sa3007809,3.8
Andriu Marin,sa872815,3.8
Alfredo Colorado,sa830006,3.8
Andrew Vinson,sa918195,3.8
Alfredo Garcia,sa3003045,3.8
Andrew Tomasovich,sa875302,3.8
Trey Turner,sa3006696,3.8
Taylor Hawkins,sa658198,3.8
Thomas Ponticelli,sa3007730,3.8
Thomas St. Clair,sa3004021,3.8
Thowar Martinez,sa3006574,3.8
Andrew Summerville,sa829686,3.8
Alfredo Silva,sa917885,3.8
Andrew Schwaab,sa857571,3.8
Andry Cuevas,sa3003054,3.8
Thad Ward,sa3008098,3.8
Alfred Vega,sa3006495,3.8
Teodoro Ortega,sa3006486,3.8
Troy Bacon,sa918926,3.8
Andy Cox,sa876303,3.8
Ted Cillis,sa3006838,3.8
Andy Fisher,sa1172135,3.8
Taylor Varnell,sa3006806,3.8
Andy McGuire,sa3008048,3.8
Taylor Lewis,sa829839,3.8
Troy Miller,sa3008453,3.8
Taylor Lehman,sa3007834,3.8
Andy Ravel,sa738700,3.8
Andy Rohloff,sa3004677,3.8
Taylor Henry,sa875295,3.8
Andy Santana,sa3002957,3.8
Tyler Thomas,sa873974,3.8
Axel Rios,sa595954,3.8
Ricardo Hernandez,sa3002789,3.8
Rodolfo Martinez,sa206642,3.8
Rodard Avelino,sa3003040,3.8
Roddery Munoz,sa3008104,3.8
Rodney Hutchison,sa3008162,3.8
Rodolfo Aguilar,sa542044,3.8
Rodolfo Aguirre,sa447339,3.8
Rodolfo Fajardo,sa3003117,3.8
Wanly Perez,sa3006396,3.8
Robinson Pina,sa3003123,3.8
Wandisson Charles,sa874818,3.8
Rodolfo Sanchez,sa3003009,3.8
Wanderson Linares,sa945004,3.8
Wander Feliz,sa872834,3.8
Wander Cabrera,sa873320,3.8
Rogelio Bernal,sa914044,3.8
Roby Romero,sa977185,3.8
Robinson Parra,sa3007604,3.8
Roither Hernandez,sa3004333,3.8
Roberto Espinosa,sa504950,3.8
Robert Klinchock,sa3010670,3.8
Braeden Ogle,sa917989,3.8
Brady Schanuel,sa918871,3.8
Wellington Caceres,sa916964,3.8
Robert Tyler,sa738415,3.8
Aiden McIntyre,sa3007733,3.8
Akeel Morris,12185,3.8
Robinson Ortiz,sa3004006,3.8
Brady Muller,sa3002824,3.8
Robin Vazquez,sa3008265,3.8
Robinson Leyer,sa657613,3.8
Robinson Lopez,sa503963,3.8
Robinson Martinez,sa873188,3.8
Robinson Montero,sa3006555,3.8
Rogelio Martinez,sa651344,3.8
Rolfy Vargas,sa3006499,3.8
Robert Garcia,sa915840,3.8
Rovaldis Cabrera,sa3002992,3.8
Ronny Agustin,sa873563,3.8
Ronny Garcia,sa3003030,3.8
Ronny Henriquez,sa3005835,3.8
Alberto Baldonado,sa550649,3.8
Braden Webb,sa876362,3.8
Alberto Franco,sa3005179,3.8
Roy Garcia,sa3002941,3.8
Ronnie Glenn,sa857607,3.8
Alberto Guerrero,sa872514,3.8
Vladimir Nunez,sa3010004,3.8
Ruben Garcia,sa918319,3.8
Ruben Molina,sa824772,3.8
Ruben Vicente,sa244124,3.8
Brad Goldberg,14776,3.8
Ronnie Williams,sa828702,3.8
Brady Aiken,sa828659,3.8
Walner Polanco,sa3002936,3.8
Ronald Dominguez,sa600293,3.8
Rollie Lacy,sa913072,3.8
Roman Mendez,10307,3.8
Romario Gil,sa3002591,3.8
Ron Marinaccio,sa3004593,3.8
Brady Cox,sa3004152,3.8
Ronald Burgos,sa3002955,3.8
Walker Sheller,sa918177,3.8
Ronel Blanco,sa919082,3.8
Ronald Parra,sa917480,3.8
Ronald Pena,sa658287,3.8
Ronald Sanchez,sa739207,3.8
Ronaldo Alesandro,sa3007627,3.8
Ronaldo Guzman,sa3009621,3.8
Albert Abreu,sa828366,3.8
Braham Rosario,sa3006156,3.8
Wellington Diaz,sa3004579,3.8
Bailey Clark,sa857562,3.8
Wilberson Liendo,sa3002688,3.8
Ricky Karcher,sa3004590,3.8
Brandon Marsonek,sa3004117,3.8
Brandon Marklund,sa3008663,3.8
Ricky Romero,3403,3.8
Ricky Salinas,sa3007456,3.8
Ricky Vanasco,sa3004863,3.8
Riger Fernandez,sa871629,3.8
Wilfred Salaman,sa921448,3.8
Rigo Fernandez,sa3007257,3.8
Rigoberto Borbolla,sa3006170,3.8
Wilber Perez,sa3005219,3.8
Adrian Guzman,sa655012,3.8
Riley Cabral,sa3006967,3.8
Riley Echols,sa3003933,3.8
Rickey Ramirez,sa3004644,3.8
Richi Vasquez,sa3006382,3.8
Wikelman Ramirez,sa3002966,3.8
Will Carter,sa829689,3.8
Adrian Del Moral,sa3006816,3.8
Brandyn Sittinger,sa918367,3.8
Will Gilbert,sa918097,3.8
Will Gardner,sa3007484,3.8
Will Changarotty,sa737567,3.8
Ricardo Silva,sa3002986,3.8
Ricardo Smith,sa872465,3.8
Wilfredo Pereira,sa917136,3.8
Brandon Withers,sa3005217,3.8
Wilkel Hernandez,sa918026,3.8
Richard Guasch,sa3008434,3.8
Wilfry Cruz,sa917190,3.8
Wilfri Aleton,sa737093,3.8
Brandon Quintero,sa875655,3.8
Riley Ferrell,sa874967,3.8
Weston Davis,sa829015,3.8
Brailin Gonzalez,sa3005442,3.8
Robbie Ross Jr.,6819,3.8
Wes Helsabeck,sa877362,3.8
Adrian Martinez,sa917158,3.8
Adrian Navas,sa735851,3.8
Robbie Gordon,sa918958,3.8
Robbie Hitt,sa3004463,3.8
Adrian Rodriguez,sa877346,3.8
Robby Scott,13042,3.8
Wes Noble,sa3007739,3.8
Robby Sexton,sa918300,3.8
Brailyn Marquez,sa918004,3.8
Wender Oberto,sa3003075,3.8
Robert Colina,sa3006133,3.8
Robert Corniel,sa739468,3.8
Wen-Hua Sung,sa3006694,3.8
Robbie Baker,sa3008103,3.8
Brandon Bonilla,sa602380,3.8
Adrian Hernandez,sa3006177,3.8
Riley Thompson,sa876287,3.8
Riley McCauley,sa3007964,3.8
Riley O'Brien,sa3004210,3.8
Adrian Mardueno,sa1170287,3.8
Riley Ottesen,sa3004741,3.8
Riley Pint,sa917922,3.8
Wesley Rodriguez,sa875566,3.8
Trenton Toplikar,sa3007803,3.8
Adrian Martinez,sa873428,3.8
Wes Torrez,sa914205,3.8
Roaldo Carvajal,sa3006503,3.8
Roansy Contreras,sa3003020,3.8
Wes Robertson,sa3004491,3.8
Brandon Finnegan,16208,3.8
Brandon Cunniff,11509,3.8
Rudy Gonzalez,sa202758,3.8
Ryan Atkinson,sa921224,3.8
Alberto Leyva,sa914411,3.8
Sam Freeman,6832,3.8
Benjamin Sandoval,sa545115,3.8
Benjamin Rodriguez,sa3004962,3.8
Sam Clay,sa828815,3.8
Benjamin Onyshko,sa3008096,3.8
Benito Garcia,sa3005891,3.8
Ben Yokley,sa875997,3.8
Ben Wright,sa918341,3.8
Salvador Justo,sa737459,3.8
Alejandro Arteaga,sa602272,3.8
Sam Hellinger,sa3009919,3.8
Sam Hentges,sa828881,3.8
Sam Holland,sa739649,3.8
Ben Sheckler,sa918099,3.8
Sam Keating,sa3005025,3.8
Salvador Montano,sa828367,3.8
Alec Rennard,sa3008226,3.8
Tyrell Jenkins,11378,3.8
Ryder Ryan,sa829853,3.8
Billy Layne Jr.,sa876243,3.8
Ulises Joaquin,sa597845,3.8
Ryan Williamson,sa3008258,3.8
Alec Kisena,sa875686,3.8
Ryan Wilson,sa3004585,3.8
Benony Robles,sa3006135,3.8
Ryley Gilliam,sa3008225,3.8
Sal Mendez,sa739012,3.8
Ryley Widell,sa3005099,3.8
Benny Suarez,sa659041,3.8
Ryne Inman,sa875696,3.8
Ryne Slack,sa659790,3.8
Alec Marsh,sa1159950,3.8
Sal Biasi,sa3004091,3.8
Sam Long,sa918455,3.8
Ben Morrison,sa3006705,3.8
Ryan Boelter,sa918854,3.8
Sasagi Sanchez,sa824742,3.8
Sandy Lugo,sa828416,3.8
Alejandro Made,sa3005218,3.8
Santiago Elizondo,sa3005827,3.8
Santiago Florez,sa3003026,3.8
Santiago Gutierrez,sa295625,3.8
Santos Moreno,sa3006492,3.8
Saul De La Cruz,sa3002906,3.8
Sandro Cabrera,sa873292,3.8
Alejandro Martinez,sa504008,3.8
Alejandro Mejia,sa3002923,3.8
Tyler Vail,sa549653,3.8
Scott Burke,sa738474,3.8
Bairon De La Rosa,sa879803,3.8
Scott Engler,sa918353,3.8
Ben Brown,sa3005122,3.8
Sandel De La Cruz,sa3004652,3.8
Alejandro Barraza,sa503482,3.8
Ben Hecht,sa738501,3.8
Sam Pastrone,sa875758,3.8
Sam Perez,sa917997,3.8
Ben Madison,sa3008173,3.8
Sam Sheehan,sa918715,3.8
Ben Krauth,sa918347,3.8
Alejandro Chavarria,sa977121,3.8
Samil De Los Santos,sa598569,3.8
Tyler Watson,sa876164,3.8
Alejandro De La Rosa,sa873448,3.8
Samir Vivas,sa827957,3.8
Sammy Peralta,sa3010301,3.8
Ben Griset,sa550008,3.8
Samuel Reyes,sa3003036,3.8
Samuel Zazueta,sa828297,3.8
Ulises Lopez,sa897261,3.8
Valente Bellozo,sa3006119,3.8
Billy Oxford,sa3004478,3.8
Ryan Hendrix,sa738145,3.8
Ryan Fernandez,sa3007996,3.8
Ryan Fritze,sa3008627,3.8
Blakely Brown,sa3008480,3.8
Blake Workman,sa3007856,3.8
Blake Whitney,sa3007966,3.8
Victor Vodnik,sa3008527,3.8
Victor Vargas,sa3007724,3.8
Blayne Enlow,sa3005117,3.8
Blake Rivera,sa3008261,3.8
Ryan Lawlor,sa875198,3.8
Aldor Rodriguez,sa918039,3.8
Blake Quinn,sa874229,3.8
Ryan Luna,sa918646,3.8
Blake Pflughaupt,sa3004706,3.8
Ryan Feltner,sa3008222,3.8
Aldo Ramirez,sa3005371,3.8
Billy Strode,sa857589,3.8
Ryan Burr,17536,3.8
Brad Bass,sa829618,3.8
Vinny Santarsiero,sa948674,3.8
Boris Sanchez,sa873182,3.8
Alberto Tirado,sa659315,3.8
Albinson Volquez,sa916715,3.8
Boomer Biegalski,sa873983,3.8
Boby Johnson,sa3006983,3.8
Aldo Montes,sa547921,3.8
Aldemar Rivas,sa3002674,3.8
Bobby Eveld,sa925010,3.8
Ryan Colegate,sa876263,3.8
Ryan Conroy,sa3007906,3.8
Ryan Cook,sa876808,3.8
Ryan Dease,sa3004664,3.8
Victor Rodriguez,sa3006975,3.8
Ryan McKay,sa875357,3.8
Ryan McNeil,sa657941,3.8
Vic Black,9195,3.8
Victor Castaneda,sa978399,3.8
Victor Azor,sa3007238,3.8
Blair Lakso,sa3004002,3.8
Blaine Knight,sa3008532,3.8
Alec Byrd,sa738733,3.8
Vicente Campos,11681,3.8
Vanny Valenzuela,sa509795,3.8
Victor Payano,sa548111,3.8
Alec Kenilvort,sa829194,3.8
Vance Tatum,sa874233,3.8
Ryan Valdes,sa3004486,3.8
Valentin Linarez,sa3006557,3.8
Bladimir Matos,sa877507,3.8
Ryan Walker,sa3007594,3.8
Ryan Selmer,sa915846,3.8
Victor Diaz,sa659749,3.8
Ryan Riga,sa827479,3.8
Blake Bivens,sa828880,3.8
Ryan Perez,sa857684,3.8
Aldry Acosta,sa3002794,3.8
Victor Isturiz,sa917877,3.8
Ryan Olson,sa918258,3.8
Victor Martinez,sa3002690,3.8
Victor Medina,sa3003063,3.8
Ryan O'Rourke,10976,3.8
Blake Cederlind,sa875318,3.8
Victor Mendez,sa3006160,3.8
Victor Mueses,sa828562,3.8
Ryan Moseley,sa738670,3.8
Ryan Miller,sa3008035,3.8
Blake Hickman,sa658504,3.8
Michael Matuella,sa827490,3.8
Gabe Friese,sa856184,3.8
