Name,playerid,tot
Michael Mader,sa828804,3.8
Jherson Pereira,sa3006504,3.8
Jhoan Cruz,sa3006512,3.8
Jhon De Jesus,sa877525,3.8
Jhon Peluffo,sa828540,3.8
Edgar Navarro,sa3005703,3.8
Edgar Martinez,sa924538,3.8
Jhonatan Munoz,sa916947,3.8
Jhonathan Diaz,sa828483,3.8
Jhonfran Escalona,sa3003152,3.8
Jhonleider Salinas,sa873497,3.8
Jhonny Mateo,sa737352,3.8
Jhonny Valdez,sa917393,3.8
Edgar Martinez,sa3008636,3.8
Jhordany Mezquita,sa3004860,3.8
Edgar Martinez,sa3006490,3.8
Edgar Manzo,sa3009638,3.8
Edgar Gonzalez,sa3007479,3.8
Jim Voyles,sa3004825,3.8
Jheyson Caraballo,sa917327,3.8
Jhenderson Hurtado,sa828710,3.8
Edgar Garcia,sa282907,3.8
Edgar Torres,sa871316,3.8
Jesus Leon,sa3006124,3.8
Jesus Linarez,sa832333,3.8
Jesus Liranzo,sa658076,3.8
Jesus Lugo,sa3009509,3.8
Edison Suriel,sa917807,3.8
Jesus Ortiz,sa875401,3.8
Jesus Ozoria,sa3002819,3.8
Jesus Pirela,sa504880,3.8
Jesus Reyes,19277,3.8
Jesus Rondon,sa3005704,3.8
Jesus Rosillo,sa3005842,3.8
Jesus Sanchez,sa917897,3.8
Jesus Tejada,sa873458,3.8
Jesus Toledo,sa3002606,3.8
Jesus Tona,sa872807,3.8
Edinson Lopez,sa3005450,3.8
Edgardo Sandoval,sa830035,3.8
Edgar Gomez,sa740804,3.8
Edgar Escobar,sa3007244,3.8
Jesus Gomez,sa3005823,3.8
Joe Mockbee,sa915647,3.8
Joe Rogers,sa621664,3.8
Dustin Hunt,sa873711,3.8
Joe Serrapica,sa918536,3.8
Joe Zanghi,sa875398,3.8
Dustin Antolin,7119,3.8
Joel Cesar,sa917887,3.8
Joel Condreay,sa3008102,3.8
Joel Inoa,sa919027,3.8
Durbin Feltman,sa3007959,3.8
Joel Peguero,sa917689,3.8
Joel Pinto,sa875901,3.8
Drew Weston,sa3005326,3.8
Drew Strotman,sa3004584,3.8
Joey Cantillo,sa3005246,3.8
Joey DeNato,sa621650,3.8
Joey Gonzalez,sa3007858,3.8
Joey Krehbiel,13707,3.8
Joe Record,sa3008619,3.8
Dylan Bice,sa918551,3.8
Jimmy Murphy,sa3004665,3.8
Dylan Coleman,sa3006957,3.8
Edgar Acosta,sa3005369,3.8
Jio Orozco,sa875701,3.8
Eddy Yean,sa3006543,3.8
Joan Adon,sa3002614,3.8
Joan Baez,sa828412,3.8
Eddy Demurias,sa3007852,3.8
Joan Martinez,sa917483,3.8
Joan Valdez,sa3003013,3.8
Joandris Tolentino,sa3005854,3.8
Joaquin De La Cruz,sa739539,3.8
Dylan Stock,sa3004354,3.8
Dylan Prohoroff,sa918122,3.8
Joe Filomeno,sa709552,3.8
Joe Galindo,sa918265,3.8
Dylan King,sa3009924,3.8
Joe Jacques,sa3007493,3.8
Dylan Cyphert,sa3004449,3.8
Jesus Gonzalez,sa3006069,3.8
Jesus Garcia,sa656847,3.8
Joey Matulovich,sa3008274,3.8
Jean Casanova,sa918959,3.8
Elian Ferreira,sa3005439,3.8
Eli Villalobos,sa3007997,3.8
Jeferson Garcia,sa3005346,3.8
Jeferson Mejia,sa751022,3.8
Jeff Ames,sa503692,3.8
Jeff Beliveau,8504,3.8
Eli Kraus,sa3007221,3.8
Jeff Burke,sa857543,3.8
El'Hajj Muhammad,sa550244,3.8
Jeff Ibarra,sa502106,3.8
Jeff Johnson,sa598064,3.8
Efrain Contreras,sa3005692,3.8
Edwuin Bencomo,sa917763,3.8
Edwin Salas,sa509482,3.8
Jeff Singer,sa919323,3.8
Jeff Thompson,sa707780,3.8
Jefferson Escorcha,sa3002977,3.8
Jean Correa,sa3008477,3.8
Jayson Schroeder,sa3008356,3.8
Jeffrey Colon,sa3006421,3.8
Elian Rodriguez,sa3004715,3.8
Emerson Ortiz,sa3006102,3.8
Emanuel Vizcaino,sa3003005,3.8
Elvis Diaz,sa657780,3.8
Elvis Araujo,12854,3.8
Elroy Urbina,sa599414,3.8
Elkin Alcala,sa917126,3.8
Elio Silva,sa872820,3.8
Javier Assad,sa920249,3.8
Javier Reynoso,sa505523,3.8
Eliezer Rodriguez,sa3003064,3.8
Javier Vasquez,sa3005873,3.8
Elias Torres,sa657277,3.8
Jay Flaa,sa875184,3.8
Jay Groome,sa917925,3.8
Elias Herrera,sa3003089,3.8
Jayce Vancena,sa3006797,3.8
Elias Espino,sa3002801,3.8
Jefferson Medina,sa656038,3.8
Edwin Quirarte,sa454556,3.8
Jesus Cruz,sa3001066,3.8
Eduardo Salazar,sa3003131,3.8
Jerson Ramirez,sa3006541,3.8
Jervic Chavez,sa3002916,3.8
Jess Amedee,sa829449,3.8
Jesse Adams,sa857654,3.8
Jesse Biddle,11437,3.8
Eduardo Del Rosario,sa737089,3.8
Jesse Lepore,sa3004633,3.8
Edmar Gonzalez,sa3005896,3.8
Jesus Adrian Castillo,sa287103,3.8
Jesus Alcantar,sa3002590,3.8
Jesus Anguamea,sa737569,3.8
Jesus Balaguer,sa3004090,3.8
Jesus Barraza,sa504962,3.8
Jesus Camargo,sa841386,3.8
Edisson Gonzalez,sa3002979,3.8
Jesus Ceballos,sa919498,3.8
Jesus Chavez,sa3009516,3.8
Eduardo Rivera,sa597029,3.8
Jerry D'Andrea,sa3007275,3.8
Jeffry Nino,sa875867,3.8
Jeronimo Castro,sa917880,3.8
Edwin Martinez,sa828234,3.8
Jefry Valdez,sa887660,3.8
Jeifry Nunez,sa873542,3.8
Jeisson Cabrera,sa3006501,3.8
Jender De Jesus,sa3003135,3.8
Jenri Montas,sa916729,3.8
Jenrry Gonzalez,sa3006485,3.8
Jeremiah Muhammad,sa829006,3.8
Edward Escoboza,sa872537,3.8
Jeremy Gwinn,sa918275,3.8
Edward Cuello,sa3002795,3.8
Jeremy McKinney,sa915723,3.8
Jeremy Molero,sa3006110,3.8
Jeremy Ovalle,sa828493,3.8
Jeremy Randolph,sa3010368,3.8
Edwar Colina,sa917405,3.8
Eduarniel Nunez,sa3005284,3.8
Joey Marciano,sa3004637,3.8
Joey Pulido,sa3006819,3.8
Emilio Alfonzo,sa3003146,3.8
Jose Almonte,sa737055,3.8
Jose Amaya,sa3006121,3.8
Jose Antonio Hernandez,sa917239,3.8
Jose Ballista,sa3006497,3.8
Jose Barajas,sa455494,3.8
Demetrio Gutierrez,sa509262,3.8
Dember Vizcaino,sa873209,3.8
Jose Butto,sa3003166,3.8
Cesar Ventura,sa828214,3.8
Delvis Alegre,sa3006352,3.8
Jose Castro,sa921351,3.8
Deiyerbert Bolivar,sa828545,3.8
Jose Conopoima,sa3003134,3.8
Jose Cruz,sa3006383,3.8
Deivy Mendez,sa737357,3.8
Jose De Leon,sa873719,3.8
Jose Diaz,sa3005709,3.8
Jose Diaz,sa873337,3.8
Denis Diaz,sa737242,3.8
Jose Alejandro,sa873154,3.8
Jose Espada,sa875064,3.8
Jose Albertos,sa919907,3.8
Jorge Benitez,sa3004462,3.8
Jorge Cespedes,sa658209,3.8
Derek Casey,sa3008259,3.8
Jorge Ibarra,sa509258,3.8
Jorge Juan,sa3005826,3.8
Jorge Labrador,sa916839,3.8
Jorge Martinez,sa828711,3.8
Denny Roman,sa3007608,3.8
Jorge Pantoja,sa876046,3.8
Jorge Perez,sa3008628,3.8
Jorge Quinones,sa729217,3.8
Jorge Remon,sa3005441,3.8
Jorge Rodriguez,sa3006074,3.8
Jorge Tavarez,sa872546,3.8
Josan Mendez,sa3006122,3.8
Jose Alberro,sa924306,3.8
Jose Alberto Rivera,sa3003090,3.8
Deivi Diaz,sa917803,3.8
Jose Frutos,sa3005382,3.8
Derek Heffel,sa918326,3.8
Jose Morel,sa657746,3.8
Dazon Cole,sa3007583,3.8
Jose Natera,sa3003031,3.8
Jose Nin,sa828548,3.8
Jose Oca,sa917346,3.8
Daysbel Hernandez,sa3006065,3.8
Jose Oyervides,sa202000,3.8
Jose Palacio,sa3005682,3.8
Jose Parra,sa3003141,3.8
Jose Paulino,sa657308,3.8
Jose Pena,sa510341,3.8
Dayeison Arias,sa3002812,3.8
Jose Quezada,sa3008375,3.8
Davis Martin,sa3008311,3.8
Jose Rafael De Paula,sa657482,3.8
Jose Ramirez,sa3006702,3.8
Jose Roca,sa917792,3.8
Jose Rodulfo,sa3002961,3.8
Jose Moreno,sa836384,3.8
Jose Mora,sa875839,3.8
Jose Garcia,sa3002804,3.8
Jose Montilla,sa3003102,3.8
Jose Geraldo,sa837791,3.8
Jose Gomez,sa3002950,3.8
Jose Gonzalez,sa877017,3.8
Jose Hernandez,sa928463,3.8
Jose Isidro Marquez,sa913975,3.8
Jose Jimenez,sa917751,3.8
Jose Larez,sa3005123,3.8
Jose Lopez,sa3003055,3.8
Jose Lopez Cruz,sa509287,3.8
Jose Manuel Lopez,sa593936,3.8
Jose Marcano,sa3003047,3.8
Jose Marrujo,sa546533,3.8
Jose Marte,sa917458,3.8
Jose Martinez,sa3003033,3.8
Jose Martinez,sa828472,3.8
Jose Meraz,sa509483,3.8
Jose Mesa Jr.,sa658593,3.8
Jorge Bautista,sa3008406,3.8
Derek Molina,sa3005202,3.8
Drew Rom,sa3007848,3.8
John Russell,sa3004771,3.8
A.J. Alexy,sa919115,3.8
John Swanda,sa3004944,3.8
John Timmins,sa918821,3.8
Domingo Pena,sa873339,3.8
Domingo Jimenez,sa828539,3.8
Johnny Morell,sa918739,3.8
Johsson Arias,sa917475,3.8
Jojanse Torres,sa3006955,3.8
Jol Concepcion,sa3002947,3.8
Domingo Gonzalez,sa3007495,3.8
Domenick Carlini,sa918467,3.8
Jon Heasley,sa3007211,3.8
Jon Keller,sa549073,3.8
Diosmerky Taveras,sa3004872,3.8
Dionis Zamora,sa3003167,3.8
Jon Malmin,sa3002745,3.8
Diomar Lopez,sa828277,3.8
Dominic Pipkin,sa3007896,3.8
John Rooney,sa3008417,3.8
Jonah Wesely,sa737935,3.8
Donato Auguste,sa3002995,3.8
Joey Wagman,sa738171,3.8
Johan Dominguez,sa916727,3.8
Johan Lopez,sa3005705,3.8
Johan Oviedo,sa922365,3.8
Johan Quezada,sa736898,3.8
Drew Fischer,sa3004487,3.8
John Curtis,sa3004467,3.8
John Curtiss,16128,3.8
Drew Finley,sa875004,3.8
Drew Crosby,sa3004477,3.8
John Gavin,sa829790,3.8
John Ghyzel,sa3004473,3.8
John Kilichowski,sa873677,3.8
Drake Owenby,sa857564,3.8
Donny Breek,sa3007600,3.8
Donnie Sellers,sa3003991,3.8
John Pomeroy,sa918291,3.8
Diogenes Almengo,sa835215,3.8
Jonaiker Villalobos,sa919870,3.8
Jordis Ramos,sa879814,3.8
Jordan Floyd,sa738440,3.8
Devon Carr,sa920281,3.8
Jordan Guerrero,sa875153,3.8
Jordan Harrison,sa502697,3.8
Devin Hemmerich,sa3004672,3.8
Devin Conn,sa3007252,3.8
Jordan Jankowski,13313,3.8
Jordan Jess,sa918756,3.8
Jordan Johnson,sa602658,3.8
Deunte Heath,7371,3.8
Derrik Watson,sa3005034,3.8
Jordan Minch,sa827492,3.8
Derrick Loop,sa328208,3.8
Jordan Scheftz,sa918725,3.8
Jordan Scott,sa3008133,3.8
Jordan Sheffield,sa738245,3.8
Derrick Adams,sa3009933,3.8
Jordan Weems,sa597862,3.8
Jordan Foley,sa599323,3.8
Jordan Desguin,sa876259,3.8
Jonas De La Cruz,sa3002680,3.8
Devon Fisher,sa829287,3.8
Dillon Drabble,sa918385,3.8
Jonathan Bruzual,sa3002952,3.8
Jonathan Guzman,sa874249,3.8
Jonathan Hennigan,sa918447,3.8
Diego Cordero,sa3004004,3.8
Diego Blanco,sa3003038,3.8
Didier Vargas,sa3002981,3.8
Jonathan Partida,sa977114,3.8
Deyvis Julian,sa872507,3.8
Jonathan Teaney,sa829674,3.8
Deyni Olivero,sa917869,3.8
Jonathon Crawford,sa550161,3.8
Jonathon Mulford,sa918844,3.8
Jonny Drozd,sa833561,3.8
Dewin Perez,sa657711,3.8
Jordan Aboites,sa977122,3.8
Devon Perez,sa3006812,3.8
Jason Foley,sa915677,3.8
Jason Bilous,sa875998,3.8
David Smith,sa3004601,3.8
Heath Bowers,sa875407,3.8
Francis Peguero,sa3005209,3.8
Francis Jones,sa917760,3.8
Francis Del Orbe,sa3003043,3.8
Hector De Los Santos,sa3005707,3.8
Hector Figueroa,sa873724,3.8
Hector Galvan,sa737570,3.8
Hector Guance,sa828746,3.8
Francis Cespedes,sa919554,3.8
Francis Beriguete,sa948350,3.8
Hector Mendoza,sa863882,3.8
Hector Navarro,sa184899,3.8
Frainger Aranguren,sa3003132,3.8
Hector Perez,sa873324,3.8
Hector Rodriguez,sa3003142,3.8
Forrest Whitley,sa917930,3.8
Fitz Stadler,sa876081,3.8
Hector Villalobos,sa3002572,3.8
Francis Pena,sa3002938,3.8
Hayden Roberts,sa3002823,3.8
Heitor Tokar,sa3005683,3.8
Hayden Howard,sa738994,3.8
Guillermo Trujillo,sa3001064,3.8
Guillermo Zuniga,sa945024,3.8
Francisco Haro,sa868960,3.8
Francisco Gracia,sa3003060,3.8
Gustavo J. Rodriguez,sa3008438,3.8
Gustavo Polanco,sa3006511,3.8
Hans Crouse,sa3004642,3.8
Hansel Paulino,sa828144,3.8
Francisco Gomez,sa3005405,3.8
Hansel Rodriguez,sa830462,3.8
Francisco Gil,sa393318,3.8
Francisco Fermin,sa3008171,3.8
Harold Chirino,sa917637,3.8
Harold Cortijo,sa3004588,3.8
Harold Galindo,sa3007961,3.8
Harrison Cooney,sa550830,3.8
Harrison Francis,sa3005295,3.8
Hector Yan,sa917194,3.8
Helcris Olivarez,sa3002965,3.8
Guadalupe Chavez,sa872819,3.8
Hugh Smith,sa3008669,3.8
Hugo Gutierrez,sa544302,3.8
Fernando Gallegos,sa919324,3.8
Fernando Caro,sa873426,3.8
Fernando Calderon,sa919971,3.8
Hunter Cervenka,10510,3.8
Hunter Greene,sa3005315,3.8
Fernando Baez,sa550675,3.8
Hunter Haworth,sa3005318,3.8
Hunter Martin,sa873266,3.8
Hunter Schryver,sa873263,3.8
Felix Viloria,sa828561,3.8
Hunter Stratton,sa3004216,3.8
Felix Tati,sa828538,3.8
Hunter Williams,sa829599,3.8
Felix Ramires,sa3005828,3.8
Felix Minjarez,sa3007272,3.8
Hyun-il Choi,sa3009992,3.8
Hugo Beltran,sa3006354,3.8
Fernando Irazoqui,sa880807,3.8
Helmis Rodriguez,sa597220,3.8
Fernando Melo,sa3003162,3.8
Filyer Sanchez,sa872848,3.8
Hendry Nunez,sa3006585,3.8
Henry Garcia,sa733543,3.8
Henry Henry,sa918121,3.8
Ferrol Heredia,sa3002978,3.8
Henry Omana,sa3005119,3.8
Henry Owens,13143,3.8
Henry Torres,sa3006103,3.8
Henry Valencio,sa3005257,3.8
Heriberto Ruelas,sa491795,3.8
Hever Bueno,sa738180,3.8
Hildemaro Requena,sa832269,3.8
Fernando Villalobos,sa509285,3.8
Hobie Harris,sa876068,3.8
Hogan Harris,sa3009982,3.8
Homer Cruz,sa3009499,3.8
Fernando Nieve,2173,3.8
Francisco Hodge,sa3006155,3.8
Griffin Roberts,sa3008483,3.8
Felix Alonzo,sa3006587,3.8
Freddery Paulino,sa3005881,3.8
Garrett Schilling,sa3004770,3.8
Garrett Williams,sa738512,3.8
Garrettson Harris,sa921223,3.8
Garrison Bryant,sa918939,3.8
Gary Cornish,sa829472,3.8
Franyel Casadilla,sa828384,3.8
Franny Cobos,sa3006494,3.8
Franklyn Soriano,sa875873,3.8
Franklin Van Gurp,sa3004709,3.8
Geoffrey Bramblett,sa738730,3.8
Franklin De La Paz,sa3002811,3.8
George Soriano,sa917493,3.8
Gerald Ogando,sa3005026,3.8
Geraldo Sanchez,sa921459,3.8
Gerardo Carrillo,sa3002790,3.8
Gerardo Gutierrez,sa3005379,3.8
Gerardo Navarro,sa737443,3.8
Fred Schlichtholz,sa3004455,3.8
Garrett Mundell,sa829279,3.8
Gerardo Sanchez,sa503435,3.8
Garrett Kelly,sa920187,3.8
Gabe Aguilar,sa977184,3.8
Freisis Adames,sa916725,3.8
Freicer Perez,sa873207,3.8
Fredy Quintero,sa456031,3.8
Gabriel Morales,sa3002781,3.8
Fredy Medina,sa881864,3.8
Gabriel Noguera,sa3002914,3.8
Gabriel Perez,sa505270,3.8
Gabriel Ponce,sa3009985,3.8
Gabriel Yanez,sa3005332,3.8
Freddy Tarnok,sa3005175,3.8
Freddy Pacheco,sa3006164,3.8
Galvi Agramonte,sa3005074,3.8
Garrett Cave,sa829217,3.8
Garrett Cleavinger,sa827423,3.8
Garrett Davila,sa875052,3.8
Garrett Hill,sa3007259,3.8
Franklin Dacosta,sa3002925,3.8
Geremy Galindez,sa3003018,3.8
Francisco Justo,sa3007907,3.8
Grant Watson,sa875680,3.8
Grant Zawadzki,sa919549,3.8
Gray Fenter,sa875233,3.8
Grayson Huffman,sa829012,3.8
Grayson Rodriguez,sa3008130,3.8
Francisco Villegas,sa917805,3.8
Francisco Rosario,2091,3.8
Greg Jacknewitz,sa3004705,3.8
Greg Maisto,sa829226,3.8
Greg Minier,sa3004113,3.8
Greg Weissert,sa918484,3.8
Gregori Segovia,sa3006067,3.8
Gregori Vasquez,sa873328,3.8
Gregorio Sequera,sa876537,3.8
Francisco Perez,sa872785,3.8
Gregory Santos,sa917162,3.8
Francisco Moreno,sa824739,3.8
Francisco Morales,sa3004581,3.8
Grant Wolfram,sa3008313,3.8
Grant Townsend,sa3007268,3.8
Frankie Bartow,sa3007205,3.8
Franco Terrero,sa828421,3.8
Frank Valentino,sa3011223,3.8
Gerson Garabito,sa737361,3.8
Gerson Moreno,sa736656,3.8
Gilberto Chu,sa873302,3.8
Gilberto Mendez,sa597318,3.8
Gilmael Troya,sa872841,3.8
Gio Arriera,sa3004465,3.8
Frank Lopez,sa3007227,3.8
Glenn Otto,sa915710,3.8
Frank German,sa3007729,3.8
Gonzalo Sanudo,sa601493,3.8
Grant Anderson,sa3006706,3.8
Frandy Torres,sa919202,3.8
Franderlin Romero,sa546503,3.8
Frander Veras,sa3008723,3.8
Grant Gavin,sa918674,3.8
Grant Hockin,sa828698,3.8
Felix Bautista,sa737480,3.8
Felipe Tejada,sa873145,3.8
Emilio Ferrebus,sa871486,3.8
Jake Higginbotham,sa3007590,3.8
Erik Espinal,sa918630,3.8
Erik Cha,sa3007854,3.8
Jake Latz,sa829008,3.8
Erick Perez,sa3002968,3.8
Jake Miednik,sa3007242,3.8
Erick Julio,sa828333,3.8
Erick Heredia,sa946446,3.8
Erick Casillas,sa914150,3.8
Jake Polancic,sa918215,3.8
Eric Pardinho,sa968102,3.8
Jake Shull,sa875585,3.8
Jake Simon,sa875558,3.8
Jake Sims,sa3007895,3.8
Jake Steffens,sa3004924,3.8
Eric Mendez,sa3005433,3.8
Jake Thompson,sa738914,3.8
Jake Walters,sa915852,3.8
Jake Irvin,sa3008223,3.8
Jake Haberer,sa3008514,3.8
Eric Hepple,sa3006992,3.8
Erik Manoah Jr.,sa829063,3.8
Estalin Ortiz,sa3006395,3.8
Jairo Labourt,14996,3.8
Jairo Lopez,sa3005824,3.8
Jairo Solis,sa3003037,3.8
Jairon Peguero,sa917470,3.8
Esmerling Vasquez,5280,3.8
Esmelvin Jimenez,sa456134,3.8
Jake Bird,sa3008097,3.8
Jake Brentz,sa737925,3.8
Ernesto Zaragoza,sa549734,3.8
Jake Cosart,sa828802,3.8
Jake Cousins,sa873609,3.8
Jake Dahlberg,sa3004475,3.8
Erling Moreno,sa827076,3.8
Eris Filpo,sa917835,3.8
Jake Ehret,sa602390,3.8
Erin Baldwin,sa3006963,3.8
Jake Winston,sa918371,3.8
Jakob Hernandez,sa3004823,3.8
Jaime Schultz,15066,3.8
Jared Brasher,sa3004567,3.8
Jared Finkel,sa3004596,3.8
Emmanuel Torres,sa728948,3.8
Jared Johnson,sa3004472,3.8
Jared Lyons,sa875308,3.8
Jared Miller,sa827467,3.8
Jared Oliver,sa918600,3.8
Jared Poche',sa857617,3.8
Jared Robinson,sa829022,3.8
Jared Solomon,sa3004589,3.8
Jared Tobey,sa3007263,3.8
Jaret Hellinger,sa875255,3.8
Emmanuel Estevez,sa876535,3.8
Emmanuel Duran,sa3005837,3.8
Jarret Martin,sa455420,3.8
Jasiel Alvino,sa917335,3.8
Jasier Herrera,sa873294,3.8
Emilio Marquez,sa3006145,3.8
Emmy Morel,sa3006171,3.8
Janson Junk,sa3004659,3.8
Jamal Wade,sa3004796,3.8
Janser Lara,sa917460,3.8
Erbert Gonzalez,sa829868,3.8
James Carter,sa829574,3.8
Erasmo Pinales,sa795280,3.8
Enrique Perez,sa828529,3.8
Enrique Oquendo,sa919820,3.8
James Marinan,sa3005121,3.8
James McArthur,sa3007715,3.8
Enrique Castillo,sa3004795,3.8
Enrique Burgos,3895,3.8
Enoli Paredes,sa920300,3.8
Enmanuel Marcano,sa919030,3.8
James Reeves,sa875266,3.8
Enmanuel Almonte,sa3006405,3.8
James Teague,sa874234,3.8
James Ziemba,sa915604,3.8
Endrys Briceno,sa505062,3.8
Janick Lopez,sa3003085,3.8
Jaimito Lebron,sa829379,3.8
Estarlin Rodriguez,sa3004871,3.8
Ian McKinney,sa738318,3.8
Ivan Andueza,sa737194,3.8
Ivan Fortunato,sa917594,3.8
Ivan Medina,sa830138,3.8
Felipe Arredondo,sa294348,3.8
Feliberto Bonilla,sa917800,3.8
Federico Castaneda,sa504429,3.8
Ivan Salas,sa509785,3.8
Fausto Segura,sa3005036,3.8
Ivan Zavala,sa508208,3.8
Faustino Carrera,sa917740,3.8
Fauris Guerrero,sa877605,3.8
J.B. Bukauskas,sa829263,3.8
J.B. Olson,sa3002779,3.8
Fabian Williamson,sa328152,3.8
Fabian Cota,sa598648,3.8
Fabian Blanco,sa873152,3.8
J.P. Feyereisen,sa829227,3.8
J.P. France,sa3008310,3.8
Ivan Armstrong,sa3006358,3.8
Israiky Berroa,sa3006515,3.8
Ezequiel De La Cruz,sa3002677,3.8
Israel Puello,sa3006113,3.8
Felipe Gonzalez,sa512503,3.8
Ignacio Feliz,sa3002982,3.8
Ike Schlabach,sa875796,3.8
Inohan Paniagua,sa3006417,3.8
Irvin Villarroel,sa3005467,3.8
Irving Machuca,sa3008641,3.8
Irwin Delgado,sa508063,3.8
Felipe Castaneda,sa3004456,3.8
Isaac Jimenez,sa744295,3.8
Ismael Aquino,sa3003104,3.8
Ismael Cabrera,sa828835,3.8
Ismael Castillo,sa509783,3.8
Ismael Guillon,sa550236,3.8
Ismael Maldonado,sa739158,3.8
Ismel Lopez,sa828485,3.8
Israel Cruz,sa830240,3.8
Israel Lantigua,sa3004010,3.8
Ezequiel Zabaleta,sa887275,3.8
Ever Moya,sa917836,3.8
Esteban Haro,sa509455,3.8
Jacob Belinda,sa3004666,3.8
Eugenio Palma,sa829746,3.8
Eudi Asencio,sa3005695,3.8
Eudi Asencio,sa3004866,3.8
Ethan Roberts,sa3008132,3.8
Jacob Heatherly,sa3004736,3.8
Jacob Howell,sa918468,3.8
Jacob Lemoine,sa658610,3.8
Jacob Lopez,sa3008338,3.8
Ethan Larrison,sa3006767,3.8
Ethan Hankins,sa3008589,3.8
Jacob Schlesener,sa875595,3.8
Jacob Shortslef,sa875810,3.8
Jacob Stevens,sa3007589,3.8
Ethan Evanko,sa3008037,3.8
Ethan Clark,sa875652,3.8
Estevan Gonzalez,sa548554,3.8
Jahir Varela,sa918159,3.8
Jacob Billingsley,sa3008314,3.8
Eury Ramos,sa873729,3.8
J.T. Hintzen,sa3006763,3.8
Jackson Tetreault,sa3004662,3.8
J.T. Perez,sa3007859,3.8
J.T. Salter,sa3007483,3.8
Evan Steele,sa915636,3.8
Evan Sisk,sa3007612,3.8
JP Sears,sa3004100,3.8
Evan Sanders,sa3002668,3.8
Jack Charleston,sa876023,3.8
Jack Leathersich,12562,3.8
Jack Maynard,sa3007224,3.8
Jack O'Loughlin,sa3006959,3.8
Jack Patterson,sa3007860,3.8
Jack Perkins,sa3007713,3.8
Evan Johnson,sa3010000,3.8
Jackson Goddard,sa3007776,3.8
Evan Hill,sa856272,3.8
Jackson Rees,sa3007818,3.8
Jackson Rose,sa3008129,3.8
Jose Romero,sa3002919,3.8
Jose Carlos Medina,sa737197,3.8
Jose Salvador,sa3006482,3.8
Luis Moncada,sa873694,3.8
Luis Jimenez,sa736701,3.8
Luis Ledo,sa740812,3.8
Colin Holderman,sa918172,3.8
Luis Marine,sa3006389,3.8
Cole Winn,sa3008662,3.8
Cole Watts,sa3004358,3.8
Luis Medina,sa928510,3.8
Cole Uvila,sa3006804,3.8
Luis Mora,sa828591,3.8
Manny Guzman,sa3004330,3.8
Luis Moreno,sa3002928,3.8
Luis Nin,sa3004198,3.8
Luis Nova,sa3005462,3.8
Luis Oviedo,sa917344,3.8
Luis Pacheco,sa3002678,3.8
Luis Palacios,sa3003021,3.8
Luis Pasen,sa917337,3.8
Cole Ragans,sa917938,3.8
Luis Ivan Rodriguez,sa740428,3.8
Luis Heredia,sa599061,3.8
Colin McKee,sa918482,3.8
Luis Gil,sa877821,3.8
Luis Cedeno,sa659945,3.8
Luis Cepeda,sa3006132,3.8
Luis Colmenares,sa872827,3.8
Luis Curvelo,sa3008169,3.8
Luis De Jesus,sa3002935,3.8
Luis De La O,sa508761,3.8
Luis De La Rosa,sa3009778,3.8
Luis De Luna,sa977262,3.8
Luis De Paula,sa3003073,3.8
Luis Devers,sa3005694,3.8
Colin Selby,sa3007731,3.8
Colin Schmid,sa3007712,3.8
Luis Eusebio,sa3002799,3.8
Luis Frias,sa917588,3.8
Luis Gamez,sa829025,3.8
Colin Rodgers,sa657940,3.8
Luis Garcia,sa3005197,3.8
Cole Duensing,sa918090,3.8
Cole Bellinger,sa3005265,3.8
Luis Peralta,sa3005843,3.8
Luke Lind,sa3004231,3.8
Mac Marshall,sa829246,3.8
Mack Lemieux,sa875726,3.8
Maddux Conger,sa3007716,3.8
Cody Dube,sa918191,3.8
Madison Younginer,10636,3.8
Maikel Aguiar,sa921734,3.8
Maikel Cleto,5529,3.8
Maiker Manuel,sa3003068,3.8
Maiker Manzanillo,sa917816,3.8
Mailon Arroyo,sa872457,3.8
Malcolm Van Buren,sa918752,3.8
Cody Dickson,sa737782,3.8
Malik Jones,sa3004480,3.8
Cody Deason,sa3007958,3.8
Cody Davenport,sa3010579,3.8
Manny Acosta,8725,3.8
Manny Banuelos,5365,3.8
Lyon Richardson,sa3007727,3.8
Cody Mobley,sa875203,3.8
Luis Perez,sa873758,3.8
Cody Reed,sa828694,3.8
Luis Pino,sa683316,3.8
Luis Ramirez,sa917821,3.8
Luis Reyes,sa737048,3.8
Cole Aker,sa3007462,3.8
Luis Rodriguez,sa3005435,3.8
Luis Rosario,sa827956,3.8
Luis Silva,sa833636,3.8
Luis Silva,sa919883,3.8
Luis Tena,sa3005863,3.8
Luis Trinidad,sa920824,3.8
Luis Valdez,sa882196,3.8
Luis Vasquez,sa393198,3.8
Luis Ysla,sa739569,3.8
Lukas Schiraldi,sa738692,3.8
Lukas Young,sa3004595,3.8
Cody Smith,sa3007937,3.8
Cody Sedlock,sa874042,3.8
Luis Castillo,sa977665,3.8
Luis Castillo,sa657838,3.8
Luis Carrasco,sa827249,3.8
Leif Strom,sa3007220,3.8
Connor Strain,sa3005420,3.8
Leonardo Pestana,sa3005456,3.8
Leonardo Rodriguez,sa3003058,3.8
Leonardo Taveras,sa3002934,3.8
Leonel Aponte,sa917879,3.8
Leoner Colina,sa3006489,3.8
Leudeny Pineda,sa3007998,3.8
Leudy Martinez,sa3003034,3.8
Connor Ryan,sa3004746,3.8
Leury Tejada,sa3007935,3.8
