Name,playerid,tot
Nathan Lukes,sa875215,-1.0
Nathan Perry,sa3004756,-1.0
Jose Rondon,14140,-1.0
Nathan Rodriguez,sa829785,-1.0
Narciso Crook,sa738300,-1.0
Jose Sibrian,sa917196,-1.0
Kevin Rivera,sa829322,-1.0
Moises Perez,sa828179,-1.0
Moises Bello,sa833333,-1.0
Moises Castillo,sa917135,-1.0
Moises De La Cruz,sa3005585,-1.0
Moises Gomez,sa875163,-1.0
Jose Vicente,sa828860,-1.0
Moises Gonzalez,sa3003357,-1.0
Moises Gutierrez,sa595706,-1.0
Moises Nunez,sa872582,-1.0
Jose Verrier,sa3006882,-1.0
Jose Tello,sa873350,-1.0
Moises Ramirez,sa3009296,-1.0
Moises Sierra,6050,-1.0
Jose Vargas,sa455452,-1.0
Jose Torrealba,sa871439,-1.0
Morgan Lofstrom,sa738557,-1.0
Morgan McCullough,sa3009868,-1.0
Myles Schroder,sa392193,-1.0
Jose Tena,sa3005482,-1.0
Josh Breaux,sa3008051,-1.0
Kevin Watson Jr.,sa3005151,-1.0
Kevin Padlo,sa828961,-1.0
Michael Siani,sa3008182,-1.0
Michael Osinski,sa3004298,-1.0
Josue Cruz,sa3005577,-1.0
Michael Paez,sa874101,-1.0
Michael Papierski,sa829203,-1.0
Kevin Nivar,sa3005768,-1.0
Michael Perri,sa3007280,-1.0
Juan Uriarte,sa872569,-1.0
Michael Russell,sa827159,-1.0
Michael Smith,sa3004997,-1.0
Michael James,sa3008798,-1.0
Michael Stefanic,sa3008479,-1.0
Michael Tinsley,sa874194,-1.0
Michael Toglia,sa3010393,-1.0
Josuan Hernandez,sa3008085,-1.0
Michael Wielansky,sa3006730,-1.0
Michael Wilson,sa918332,-1.0
Joshwan Wright,sa3005519,-1.0
Michael Wing,sa392185,-1.0
Michael O'Neill,sa550175,-1.0
Michael Hickman,sa876234,-1.0
Mike Salvatore,sa3011254,-1.0
Michael Donadio,sa857712,-1.0
Michael Curry,sa3006653,-1.0
Michael Davis,sa3008248,-1.0
Michael De La Cruz,sa736830,-1.0
Michael De La Cruz,sa736903,-1.0
Josue Huma,sa3003379,-1.0
Josue Herrera,sa828287,-1.0
Michael De Leon,sa823925,-1.0
Josue Guerrero,sa3003270,-1.0
Michael Emodi,sa3007318,-1.0
Michael Hernandez,sa873626,-1.0
Michael Gettys,sa828692,-1.0
Michael Gigliotti,sa915700,-1.0
Michael Gretler,sa3008106,-1.0
Michael Harris,sa3010684,-1.0
Khayyan Norfork,sa546794,-1.0
Michael Helman,sa3008280,-1.0
Josue Fernandez,sa3005595,-1.0
Khalil Lee,sa917996,-1.0
Josh Watson,sa3010007,-1.0
Josh Tobias,sa599333,-1.0
Michael Woodworth,sa1170570,-1.0
Kevin Zamudio,sa919529,-1.0
Kevonte Mitchell,sa829059,-1.0
Josh Palacios,sa829562,-1.0
Miguel Torrero,sa508490,-1.0
Kevon Jackson,sa3007317,-1.0
Miguel Vargas,sa3006896,-1.0
Miguelangel Sierra,sa872750,-1.0
Mike Ahmed,sa705802,-1.0
Josh Morgan,sa828797,-1.0
Kevin Williams Jr.,sa3002725,-1.0
Micker Adolfo,sa830303,-1.0
Josh McLain,sa3006850,-1.0
Mike Gerber,16115,-1.0
Mike Marjama,12594,-1.0
Josh Lowe,sa917926,-1.0
Josh Lester,sa658811,-1.0
Mike Papi,sa599318,-1.0
Mike Rivera,sa829667,-1.0
Josh Jung,sa3011468,-1.0
Miguel Perez,sa3004053,-1.0
Miguel Montero,3364,-1.0
Miguel Mercedes,sa736689,-1.0
Miguel Jerez,sa917754,-1.0
Keyder Aristigueta,sa827213,-1.0
Mickey Gasper,sa3007747,-1.0
Mickey McDonald,sa3004173,-1.0
Josh Stowers,sa3007010,-1.0
Josh Stephen,sa918203,-1.0
Miguel Amaya,sa917354,-1.0
Josh Smith,sa3011703,-1.0
Miguel Aparicio,sa917275,-1.0
Josh Shaw,sa3007056,-1.0
Keyber Rodriguez,sa3005488,-1.0
Miguel Eladio,sa828210,-1.0
Miguel Flames,sa872566,-1.0
Miguel Gomez,17075,-1.0
Miguel Guzman,sa728944,-1.0
Josh Rolette,sa875776,-1.0
Miguel Hernandez,sa917055,-1.0
Miguel Hiraldo,sa3005486,-1.0
Mason Davis,sa829296,-1.0
Julio De La Cruz,sa3006199,-1.0
Marty Herum,sa745229,-1.0
Luis Andujar,sa3005734,-1.0
Luis Arcendo,sa3003281,-1.0
Keithron Moss,sa3005599,-1.0
Keith Curcio,sa829045,-1.0
Keinner Pina,sa828363,-1.0
Kyle McCann,sa1159677,-1.0
Luis Asuncion,sa828272,-1.0
Luis Avalo,sa916731,-1.0
Luis Avila,sa917198,-1.0
Luis Aviles Jr.,sa738445,-1.0
Luis Ayala,sa826649,-1.0
Luis Baez,sa3005747,-1.0
Luis Barrera,sa736690,-1.0
Keibert Ruiz,sa872528,-1.0
Luis Campusano,sa3004041,-1.0
Kyle Martin,sa829261,-1.0
Luis Carlos Diaz,sa3003249,-1.0
Luis Carpio,sa827960,-1.0
Keegan McGovern,sa3006710,-1.0
Luis Castillo,sa3009761,-1.0
Kekai Rios,sa3007282,-1.0
Luis Almanzar,sa970515,-1.0
Luis Curbelo,sa918086,-1.0
Luis Almanzar,sa916830,-1.0
Logan Warmoth,sa3004813,-1.0
Logan Wyatt,sa3011259,-1.0
Lolo Sanchez,sa917767,-1.0
Kelvin Beltre,sa827969,-1.0
Lorenzo Cedrola,sa872850,-1.0
Lorenzo Quintana,sa3005394,-1.0
Louis Boyd,sa3004038,-1.0
Louis Silverio,sa829617,-1.0
Kelvin Alarcon,sa917142,-1.0
Kellin Deglan,sa548189,-1.0
Lucas Herbert,sa874793,-1.0
Lucas Tancas,sa3004290,-1.0
Kellen Strahm,sa3010278,-1.0
Lucius Fox,sa914200,-1.0
Luigi Rodriguez,sa547914,-1.0
Luis Alejandro Basabe,sa736924,-1.0
Kyle McPherson,sa3004696,-1.0
Kelby Tomlinson,13005,-1.0
Luis Alfonso Garcia,sa205818,-1.0
Luis Castro,sa736954,-1.0
Luis De Los Santos,sa917822,-1.0
Kyle Mottice,sa3007655,-1.0
Kyle Isbel,sa3006861,-1.0
Luis Hernandez,sa917091,-1.0
KJ Harrison,sa829382,-1.0
Luis Hidalgo,sa826653,-1.0
Luis Joseph,sa828231,-1.0
Luis Juarez,sa509384,-1.0
Luis Lara,sa917185,-1.0
Luis Laurencio,sa917009,-1.0
Luis Leon,sa917463,-1.0
K.V. Edwards,sa3008109,-1.0
Luis Liberato,sa737020,-1.0
Luis Marte,sa597106,-1.0
Luis Matos,sa3003378,-1.0
Luis Matos,sa3008756,-1.0
K.C. Hobson,sa501541,-1.0
Luis Mauricio Suarez,sa508488,-1.0
Kyle Gray,sa3007636,-1.0
Justin Yurchak,sa915590,-1.0
Luis Medina,sa824736,-1.0
Luis Mejia,sa873192,-1.0
Kyle Holder,sa857840,-1.0
Luis Guzman,sa872453,-1.0
Luis Diaz,sa917355,-1.0
Ka'ai Tom,sa875069,-1.0
Luis Domoromo,sa507248,-1.0
Luis Encarnacion,sa830207,-1.0
Luis Feliz,sa3006212,-1.0
Kyle Marinconz,sa3007638,-1.0
Luis Flores,sa454795,-1.0
Kameron Misner,sa3011656,-1.0
Kameron Esthay,sa915811,-1.0
Luis Flores,sa828503,-1.0
Kaleo Johnson,sa3006935,-1.0
Luis Fonseca,sa592342,-1.0
Kyle Kasser,sa3006916,-1.0
Luis Garcia,sa3007295,-1.0
Kaleb Cowart,11494,-1.0
Kade Scivicque,sa875053,-1.0
Luis Garcia,sa962605,-1.0
Kacy Clemens,sa738624,-1.0
Luis Gonzalez,sa3002721,-1.0
Luis Gonzalez,sa736875,-1.0
Luis Guerrero,sa3010713,-1.0
Logan Taylor,sa857838,-1.0
Kyle Nowlin,sa876028,-1.0
Marty Costes,sa3006783,-1.0
Kenny Wilson,sa454437,-1.0
Kenny Hernandez,sa872522,-1.0
Leandro Santana,sa828255,-1.0
Lee Solomon,sa3007293,-1.0
LeeMarcus Boyd,sa3008318,-1.0
Kyri Washington,sa857813,-1.0
Kyle Wren,sa621577,-1.0
Lency Delgado,sa3006913,-1.0
Lenin Rodriguez,sa871435,-1.0
Lenyn Sosa,sa3004051,-1.0
Kyle Wilkie,sa3010270,-1.0
Leo Heras,sa508065,-1.0
Leobaldo Pina,sa596837,-1.0
Kyle Watson,sa915803,-1.0
Leodany Perez,sa3008956,-1.0
Leody Taveras,sa912520,-1.0
Kenny Corey,sa3004073,-1.0
Keshawn Lynch,sa3003949,-1.0
Leonardo Jimenez,sa3006891,-1.0
Leonardo Molina,sa830227,-1.0
L.J. Mazzilli,sa577753,-1.0
Leandro Pineda,sa3008905,-1.0
Leonardo Reginatto,sa504970,-1.0
Keon Barnum,sa657864,-1.0
LJ Talley,sa1169773,-1.0
Lana Akau,sa738553,-1.0
Landerson Pena,sa923122,-1.0
Lane Adams,10767,-1.0
Larry Ernesto,sa3005485,-1.0
Lars Nootbaar,sa3006649,-1.0
Lawrence Butler,sa3006873,-1.0
Laz Rivera,sa3004128,-1.0
Kerry Carpenter,sa3010689,-1.0
Lazaro Alonso,sa3002722,-1.0
Lazaro Armenteros,sa969091,-1.0
Lazaro Benitez,sa3008819,-1.0
Lazaro Leal,sa3008940,-1.0
Kervin Suarez,sa917093,-1.0
LeDarious Clark,sa875568,-1.0
Lean Marrero,sa875650,-1.0
Leandro Castro,sa455746,-1.0
Leandro Cedeno,sa873307,-1.0
Leandro Emiliani,sa3006897,-1.0
Kennie Taylor,sa1169940,-1.0
Leonardo Rivas,sa872542,-1.0
Logan Sowers,sa829551,-1.0
Kendry Marte,sa3003266,-1.0
Keudy Bocio,sa917128,-1.0
Logan Farrar,sa3004126,-1.0
Kendall Simmons,sa3006867,-1.0
Kendall Coleman,sa737944,-1.0
Logan Hill,sa875822,-1.0
Kember Nacero,sa3005150,-1.0
Logan Ice,sa913305,-1.0
Logan Landon,sa875279,-1.0
Logan Mattix,sa3006732,-1.0
Logan Moon,sa829029,-1.0
Logan Moore,sa598265,-1.0
Kelvin Smith,sa3006914,-1.0
Kelvin Pena,sa3008083,-1.0
Kelvin Melean,sa917141,-1.0
Logan O'Hoppe,sa3007519,-1.0
Logan Porter,sa3007750,-1.0
Kelvin Maldonado,sa3006918,-1.0
Logan Ratledge,sa827169,-1.0
Kyle Overstreet,sa827140,-1.0
Logan Driscoll,sa3009882,-1.0
Kendy Moya,sa917443,-1.0
Kyle Stowers,sa1115829,-1.0
Logan Davidson,sa918676,-1.0
Leonardo Seminati,sa3008298,-1.0
Leonel Valera,sa917320,-1.0
Lester Madden,sa3008603,-1.0
Leudy Pena,sa3005726,-1.0
Kenneth Betancourt,sa3003350,-1.0
Leugim Castillo,sa3005128,-1.0
Leuri Mejia,sa3003208,-1.0
Kennard McDowell,sa3005236,-1.0
Kenen Irizarry,sa3007310,-1.0
Levi Jordan,sa3007976,-1.0
Levi Michael,sa526207,-1.0
Lewin Diaz,sa828420,-1.0
Kenedy Corona,sa3009845,-1.0
Li-Jen Chu,sa830277,-1.0
Liam Sabino,sa3007821,-1.0
Liover Peguero,sa3005582,-1.0
Livan Soto,sa3004264,-1.0
Logan Baldwin,sa3004751,-1.0
Logan Brown,sa3006938,-1.0
Luis Mendez,sa548109,-1.0
Justin Twine,sa828686,-1.0
Luis Mieses,sa3003274,-1.0
Marc Flores,sa829492,-1.0
Julio Perez,sa595300,-1.0
Marco Chicuate,sa653586,-1.0
Kristian Delgado,sa825026,-1.0
Marco Guzman,sa657485,-1.0
Julio Pablo Martinez,sa3005607,-1.0
Julio Meza,sa3003423,-1.0
Julio Martinez,sa872583,-1.0
Marco Hernandez,sa917737,-1.0
Marco Jaime,sa3001900,-1.0
Julio Machado,sa3005717,-1.0
Marco Luciano,sa3010022,-1.0
Marco Valenzuela,sa3005764,-1.0
Julio Gonzalez,sa3003967,-1.0
Julio Garcia,sa837670,-1.0
Marcos Almonte,sa828122,-1.0
Marcos Brito,sa3003183,-1.0
Marcos Cabrera,sa3008890,-1.0
Marcos Estevez,sa917164,-1.0
Marcos Gonzalez,sa3003311,-1.0
Kevin Josephina,sa830120,-1.0
Manuel Orduno,sa825973,-1.0
Marcos Rivera,sa872509,-1.0
Manuel Melendez,sa828329,-1.0
Malquin Canelo,sa657479,-1.0
Junior Guerrero,sa3005615,-1.0
Malvin Matos,sa878742,-1.0
Mandy Alvarez,sa913279,-1.0
Manny Jefferson,sa918282,-1.0
Junior Gonzalez,sa3006221,-1.0
Kristian Trompiz,sa737029,-1.0
Manny Olloque,sa829222,-1.0
Manny Pazos,sa3004304,-1.0
Junior Calderon,sa3008919,-1.0
Manny Rodriguez,sa3006678,-1.0
Manny Rodriguez,sa509273,-1.0
Manuel Cruz,sa870915,-1.0
Manuel Garcia,sa3006202,-1.0
Juniel Querecuto,12140,-1.0
Manuel Geraldo,sa827970,-1.0
Kristian Robinson,sa3006884,-1.0
Julio Rodriguez,sa917669,-1.0
Julio Rodriguez,sa3005720,-1.0
Kevin Krause,sa827200,-1.0
Marcus Chiu,sa3004060,-1.0
Luis Milla,sa3006592,-1.0
Mark Laird,sa827130,-1.0
Mark Mathias,sa875006,-1.0
Mark Payton,sa549855,-1.0
Korry Howell,sa3008238,-1.0
Julian Escobedo,sa3010030,-1.0
Mark Vientos,sa3004720,-1.0
Mark Zagunis,16565,-1.0
Markel Jones,sa918877,-1.0
Korey Lee,sa3010034,-1.0
Marlin Made,sa3005480,-1.0
Julian Castro,sa546293,-1.0
Marlon Cairo,sa3008860,-1.0
Marshawn Taylor,sa3006845,-1.0
Martin Cervenka,sa492636,-1.0
Martin Figueroa,sa3004520,-1.0
Juan Zabala,sa913717,-1.0
Martin Olivas,sa3005737,-1.0
Juan Yepez,sa877505,-1.0
Kevin Lachance,sa918198,-1.0
Marty Bechina,sa1053075,-1.0
Julian Leon,sa739577,-1.0
Mark Kolozsvary,sa3004996,-1.0
Julio Francisco,sa3002694,-1.0
Mark Karaviotis,sa738977,-1.0
Julio Enrique,sa3005503,-1.0
Marcus Greene Jr.,sa659282,-1.0
Marcus Littlewood,sa548261,-1.0
Kramer Robertson,sa857820,-1.0
Marcus Mastrobuoni,sa857732,-1.0
Marcus Mooney,sa918184,-1.0
LJ Hatch,sa3005233,-1.0
Julio De La Cruz,sa3003224,-1.0
Marcus Wilson,sa828703,-1.0
Julio Carreras,sa3005598,-1.0
Mariel Bautista,sa872535,-1.0
Julio Borbon,3209,-1.0
Marino Campana,sa872486,-1.0
Mario Feliciano,sa917954,-1.0
Mario Sanjur,sa735840,-1.0
Kort Peterson,sa874104,-1.0
Mario Vega,sa546156,-1.0
Julian Ornelas,sa3002601,-1.0
Mark Contreras,sa3004164,-1.0
Junior Lake,4672,-1.0
Malique Ziegler,sa918507,-1.0
Kevin Richards,sa3004880,-1.0
Luis Sardinas,13153,-1.0
Luis Sena,sa3010885,-1.0
Justin Lopez,sa3002670,-1.0
Justin Jones,sa3006942,-1.0
Luis Silva,sa3005547,-1.0
Justin Harrer,sa3007504,-1.0
Luis Silverio,sa876098,-1.0
Justin Greene,sa455434,-1.0
Luis Tejeda,sa3008913,-1.0
Luis Toribio,sa3005541,-1.0
Justin Ellison,sa875581,-1.0
Luis Valbuena,4969,-1.0
Luis Valenzuela,sa658081,-1.0
Luis Vazquez,sa3005131,-1.0
Luis Veloz,sa3002850,-1.0
Justin Dean,sa3007070,-1.0
Luis Verdugo,sa3006888,-1.0
Luis Villegas,sa547944,-1.0
Kevin Aponte,sa917330,-1.0
Justin Connell,sa3004884,-1.0
Keven Lamas,sa3008632,-1.0
Luis Santos,sa3005080,-1.0
Kevin Infante,sa3010877,-1.0
Luis Santana,sa921577,-1.0
Kyle Datres,sa3008029,-1.0
Luis Montano,sa3003297,-1.0
Luis Mota,sa3005552,-1.0
Luis Paez,sa3005771,-1.0
Kyle Barrett,sa858028,-1.0
Kwang-Min Kwon,sa943356,-1.0
Luis Payano,sa737026,-1.0
Luis Perez,sa917790,-1.0
Luis Pintor,sa918456,-1.0
Kwan Adkins,sa3007000,-1.0
Justin Toerner,sa3006735,-1.0
Luis Rodriguez,sa3005727,-1.0
Luis Rodriguez,sa917322,-1.0
Justin Smith,sa3003948,-1.0
Justin Paulsen,sa3004074,-1.0
Luis Rojas,sa3003315,-1.0
Luis Roman,sa3004063,-1.0
Luis Rubio,sa3008797,-1.0
Justin Oferman,sa3006216,-1.0
Luis Yan,sa3005475,-1.0
Luis Yander La O,sa863716,-1.0
Luis Yanel Diaz,sa3002846,-1.0
Kurt Hoekstra,sa875296,-1.0
Luke Wakamatsu,sa875259,-1.0
Luke Williams,sa874987,-1.0
Luken Baker,sa3008267,-1.0
Luvin Valbuena,sa917188,-1.0
MJ Melendez,sa3004139,-1.0
Mac James,sa829039,-1.0
Mac Williamson,14158,-1.0
Junior Sanquintin,sa3010863,-1.0
Madison Santos,sa3006206,-1.0
Madison Stokes,sa3008076,-1.0
Junior Perez,sa3005744,-1.0
Junior Paniagua,sa3008875,-1.0
Maikel Garcia,sa3003246,-1.0
Maikel Pineda,sa917332,-1.0
Maikol Escotto,sa3008878,-1.0
Makesiondon Kelkboom,sa3002849,-1.0
Malcom Nunez,sa3008113,-1.0
Malik Collymore,sa737908,-1.0
Junior Ortega,sa3008736,-1.0
Junior Soto,sa829108,-1.0
Luke Tendler,sa829644,-1.0
Kevin Garcia,sa829501,-1.0
Luke Mangieri,sa3006684,-1.0
Justin Bridgman,sa3004069,-1.0
Kevin Arias,sa917192,-1.0
Luisangel Acuna,sa3008765,-1.0
Luke Becker,sa3006665,-1.0
Luke Burch,sa3003950,-1.0
Luke Dykstra,sa829151,-1.0
Luke Heyer,sa3007042,-1.0
Luke Jarvis,sa3007944,-1.0
Luke Miller,sa3006879,-1.0
Luke Sherley,sa3007320,-1.0
Kristopher Negron,5306,-1.0
Kevin Flores,sa509435,-1.0
Luke Morgan,sa3006683,-1.0
Luke Raley,sa918048,-1.0
Juremi Profar,sa736995,-1.0
Luke Reynolds,sa3008004,-1.0
Luke Ringhofer,sa3004288,-1.0
Luke Ritter,sa3009878,-1.0
Junior Melo,sa3003385,-1.0
Otoniel Vallejo,sa3009339,-1.0
Nelfy Abreu,sa3005535,-1.0
Tony Pena,sa922560,-1.0
Tim Torres,sa328090,-1.0
Timmy Robinson,sa658821,-1.0
Tirso Ornelas,sa3004048,-1.0
Tito Polo,sa657705,-1.0
Toby Thomas,sa738704,-1.0
Toby Welk,sa1170296,-1.0
Todd Czinege,sa873611,-1.0
Todd Hankins,sa598325,-1.0
Todd Isaacs,sa829465,-1.0
Todd Lott,sa918408,-1.0
Tommy Joseph,10349,-1.0
Tony Cruz,2802,-1.0
Tony Renda,13443,-1.0
Nellie Rodriguez,sa658264,-1.0
Torii Hunter Jr.,sa738667,-1.0
Tra Holmes,sa829468,-1.0
Trace Loehr,sa829044,-1.0
Trae Arbet,sa737823,-1.0
Travis Blankenhorn,sa874969,-1.0
Travis Jones,sa829805,-1.0
Travis Moniot,sa876158,-1.0
Travis Swaggerty,sa3007512,-1.0
Trayce Thompson,9952,-1.0
Tre Carter,sa918212,-1.0
Tre Gantt,sa3004070,-1.0
Tre Todd,sa3008283,-1.0
Tim Tebow,sa323152,-1.0
Tim Susnara,sa829699,-1.0
Tim Millard,sa3006687,-1.0
Tim Lynch,sa918167,-1.0
Tanner Nishioka,sa3002754,-1.0
Tate Blackman,sa829257,-1.0
Tate Matheny,sa658567,-1.0
Taylor Bryant,sa3004607,-1.0
Taylor Davis,12782,-1.0
Taylor Grzelakowski,sa3005298,-1.0
Taylor Gushue,sa827360,-1.0
Taylor Jones,sa876202,-1.0
Taylor Kohlwey,sa918457,-1.0
Taylor Motter,12399,-1.0
Taylor Murphy,sa599536,-1.0
Taylor Snyder,sa738930,-1.0
Taylor Sparks,sa599278,-1.0
Taylor Trammell,sa917943,-1.0
Taylor Walls,sa915802,-1.0
Telmito Agustin,sa828321,-1.0
Terrance Gore,13658,-1.0
Terrin Vavra,sa3007643,-1.0
Terry Fuller,sa3004265,-1.0
Thomas Dillard,sa3011308,-1.0
Thomas Jones,sa917968,-1.0
Thomas Milone,sa737640,-1.0
Thomas Spitz,sa876093,-1.0
Ti'Quan Forbes,sa828696,-1.0
Tim Arakawa,sa875387,-1.0
Trent Deveaux,sa3006885,-1.0
Trent Giambrone,sa658813,-1.0
Trent Gilbert,sa599526,-1.0
Troy Johnston,sa3010899,-1.0
Tucker Neuhaus,sa737623,-1.0
Tucupita Marcano,sa3002857,-1.0
Ty Moore,sa658629,-1.0
Tyler Alamo,sa738319,-1.0
Tyler Baker,sa602606,-1.0
Tyler Benson,sa3004398,-1.0
Tyler Brown,sa829856,-1.0
Tyler Callihan,sa1169610,-1.0
Tyler Cropley,sa3007510,-1.0
Tyler Dearden,sa3005103,-1.0
Tyler Depreta-Johnson,sa3006792,-1.0
Tyler Durna,sa3007879,-1.0
Tyler Esplin,sa3004727,-1.0
Tyler Fitzgerald,sa3011257,-1.0
Tyler Flores,sa3007335,-1.0
Tyler Frank,sa3006660,-1.0
Tyler Freeman,sa3004755,-1.0
Tyler Friis,sa915593,-1.0
Tyler Frost,sa915857,-1.0
Tyler Heineman,13897,-1.0
Tyler Hill,sa829481,-1.0
Tyler James,sa3004293,-1.0
Tyler Krieger,sa658994,-1.0
Tyler Marincov,sa550348,-1.0
Tyler Marlette,sa597836,-1.0
Troy Sieber,sa918544,-1.0
Troy Dixon,sa3004171,-1.0
Trent Tingelstad,sa3009896,-1.0
Triston Casas,sa3007634,-1.0
Trenton Brooks,sa873268,-1.0
Trenton Kemp,sa829348,-1.0
Trever Morrison,sa738906,-1.0
Trevor Abrams,sa3005402,-1.0
Trevor Boone,sa3010336,-1.0
Trevor Casanova,sa3007294,-1.0
Trevor Craport,sa3004260,-1.0
Trevor Larnach,sa3008376,-1.0
Trevor Plouffe,7462,-1.0
Trevor Schwecke,sa3009874,-1.0
Trey Cabbage,sa875022,-1.0
Trey Dawson,sa3007868,-1.0
Trey Ganns,sa3004522,-1.0
Trey Hair,sa3003436,-1.0
Trey Harris,sa3006876,-1.0
Trey Jacobs,sa3008562,-1.0
Trey Martin,sa599037,-1.0
Trey Michalczewski,sa737859,-1.0
Trey Vickers,sa3006932,-1.0
Tristan Graham,sa875350,-1.0
Tristan Gray,sa829756,-1.0
Tristan Pompey,sa3008077,-1.0
Tristen Carranza,sa3009894,-1.0
Tristen Lutz,sa3004968,-1.0
Tristin English,sa876328,-1.0
Tanner Murphy,sa737877,-1.0
Tanner Morris,sa3009873,-1.0
Tanner Kirwer,sa3002831,-1.0
Sebastian Espino,sa3003347,-1.0
Sebastian Rivero,sa917021,-1.0
Sebastian Valle,sa455750,-1.0
Sergio Burruel,sa502070,-1.0
Sergio Contreras,sa199023,-1.0
Sergio Garcia,sa505255,-1.0
Sergio Perez,sa508059,-1.0
Seth Gray,sa1115752,-1.0
Seth Lancaster,sa3006788,-1.0
Seth Mejias-Brean,13905,-1.0
Seuly Matias,sa917039,-1.0
Shael Mendoza,sa917059,-1.0
Shane Billings,sa918292,-1.0
Shane Carrier,sa918107,-1.0
Shane Hoelscher,sa829204,-1.0
Shane Mardirosian,sa829138,-1.0
Shane Matheny,sa3004780,-1.0
Shane Opitz,sa549070,-1.0
Shane Robinson,4249,-1.0
Shane Selman,sa1115804,-1.0
Shard Munroe,sa872821,-1.0
Sharif Othman,sa578858,-1.0
Sharlon Schoop,sa293531,-1.0
Shayne Fontana,sa3010897,-1.0
Shea Langeliers,sa3010329,-1.0
Shean Michel,sa877018,-1.0
Sebastian Ochoa,sa917417,-1.0
Sebastian Elizalde,sa544568,-1.0
Sherten Apostel,sa917364,-1.0
Sebastian Burciaga,sa3009545,-1.0
Sandro Fabian,sa872803,-1.0
Sandy Martinez,sa3002707,-1.0
Sandy Mota,sa879801,-1.0
Santiago Chavez,sa657706,-1.0
Santiago Gonzalez,sa509127,-1.0
Santis Sanchez,sa3004620,-1.0
Saul Soto,sa211076,-1.0
Saul Torres,sa923363,-1.0
Sauryn Lao,sa917331,-1.0
Scott Burcham,sa875782,-1.0
Scott Hurst,sa915819,-1.0
Scott Kapers,sa3007013,-1.0
Scott Manea,sa829837,-1.0
Scott Ota,sa1169866,-1.0
Scott Schreiber,sa3007637,-1.0
Seamus Curran,sa875212,-1.0
Sean Bouchard,sa915652,-1.0
Sean Guilbe,sa3008185,-1.0
Sean Mendoza,sa3003312,-1.0
Sean Miller,sa875243,-1.0
Sean Murphy,19352,-1.0
Sean Reynolds,sa917966,-1.0
Sean Roby,sa3007788,-1.0
Seaver Whalen,sa3003939,-1.0
Sebastian Almonte,sa3005509,-1.0
Sherman Johnson,13906,-1.0
Shervyen Newton,sa917119,-1.0
Tanner Gardner,sa915659,-1.0
Stephen Scott,sa3011469,-1.0
Stephen Wrenn,sa738419,-1.0
Sterling Guzman,sa872469,-1.0
Stetson Allie,sa548192,-1.0
Steve Carrillo,sa922596,-1.0
Steve Laurino,sa875830,-1.0
Steven Baron,9787,-1.0
Steven Fana,sa3003300,-1.0
Steven Kwan,sa3008536,-1.0
Steven Leyton,sa917309,-1.0
Steven Linkous,sa918492,-1.0
Steven Pallares,sa875274,-1.0
Steven Sensley,sa738492,-1.0
Stevie Berman,sa873599,-1.0
Steward Berroa,sa3003276,-1.0
Stir Candelario,sa3005611,-1.0
Stiven Acevedo,sa3008952,-1.0
Stone Garrett,sa829117,-1.0
Stuart Fairchild,sa829822,-1.0
Stuart Levy,sa875870,-1.0
T.J. Bennett,sa917904,-1.0
T.J. Nichting,sa873681,-1.0
T.J. White,sa827369,-1.0
TJ Hopkins,sa1053018,-1.0
Tanner Dodson,sa3007008,-1.0
Tanner English,sa599081,-1.0
Stephen Smith,sa918189,-1.0
Stephen Perez,sa501997,-1.0
Sho Aranami,sa3008601,-1.0
Stephen McGee,sa737919,-1.0
Sicnarf Loopstok,sa737949,-1.0
Simeon Lucas,sa829142,-1.0
Simon Muzziotti,sa917376,-1.0
Simon Whiteman,sa1169809,-1.0
Skeiling Rodriguez,sa3005542,-1.0
Skyler Ewing,sa827317,-1.0
Skyler Weber,sa918416,-1.0
Smith Vargas,sa3008928,-1.0
Socrates Brito,12944,-1.0
Spencer Brickhouse,sa1052762,-1.0
Spencer Griffin,sa3005063,-1.0
Spencer Horwitz,sa1115496,-1.0
Spencer Kieboom,13300,-1.0
Spencer Steer,sa3010586,-1.0
Stanley Espinal,sa872852,-1.0
Stanley Martinez,sa873540,-1.0
Stanley Rosario,sa3006898,-1.0
Starlin Paulino,sa3003431,-1.0
Starling Heredia,sa917328,-1.0
Starling Joseph,sa872576,-1.0
Steele Walker,sa3008306,-1.0
Stefan Trosclair,sa918442,-1.0
Stephen Alemais,sa874070,-1.0
Stephen Bruno,sa502917,-1.0
Stephen Gaylor,sa842226,-1.0
Tyler Moore,sa829014,-1.0
Tyler Neslony,sa918131,-1.0
Tyler Nevin,sa874752,-1.0
Yeltsin Encarnacion,sa875336,-1.0
Yenci Pena,sa3003238,-1.0
Yeral Casilla,sa3006209,-1.0
Yerangel Medina,sa3005901,-1.0
Yerdel Vargas,sa3003184,-1.0
Yerjeni Perez,sa3003269,-1.0
Yermin Mercedes,sa597096,-1.0
Yerry Landinez,sa3007036,-1.0
Yerwin Trejo,sa917750,-1.0
Yeuris Ramirez,sa917291,-1.0
Yeyson Yrizarri,sa828293,-1.0
Yhoelnys Gonzalez,sa828220,-1.0
Yhordegny Kelly,sa917180,-1.0
Yhostin Chirinos,sa3005521,-1.0
Yoan Bravo,sa3008829,-1.0
Yoander Rivero,sa3008782,-1.0
Yoandy Rea,sa3006224,-1.0
Yoel Gonzalez,sa736904,-1.0
Yoel Romero,sa872524,-1.0
