Name,playerid,tot
Yoenis Cespedes,13110,455.7
Welington Castillo,3256,452.75
Harold Castro,14691,449.45
Jarrod Dyson,4866,448.95
Cameron Maybin,5223,448.85
Lucas Duda,2502,448.0
Chad Pinder,15191,446.5
Gavin Lux,19955,445.85
Albert Almora Jr.,14109,445.05
Reese McGuire,15674,444.35
Christian Arroyo,16434,444.2
Jose Osuna,12937,441.4
Ben Zobrist,7435,438.0
Shed Long,16542,436.25
Evan White,sa915774,435.25
Ian Desmond,6885,433.35
Richie Martin Jr.,17736,430.3
Jose Trevino,16725,426.7
David Bote,14593,425.85
Willians Astudillo,15608,424.65
Jon Jay,5227,424.5
Addison Russell,14106,422.95
Yonder Alonso,2530,420.2
Logan Morrison,9205,419.4
Garrett Hampson,19262,417.15
Martin Maldonado,6887,416.5
Juan Lagares,5384,415.35
Victor Caratini,14968,414.15
Magneuris Sierra,17023,413.75
Greg Allen,16623,413.6
Jake Rogers,sa389703,409.7
Donovan Solano,8623,408.1
Sam Travis,16263,407.8
Alex Avila,7476,407.6
Kendrys Morales,8610,405.6
Pedro Severino,14523,401.9
Jay Bruce,9892,401.45
Ildemaro Vargas,13324,399.65
Enrique Hernandez,10472,391.75
Adeiny Hechavarria,10459,391.7
Nick Madrigal,sa3008139,391.7
Ronny Rodriguez,11875,391.4
Cheslor Cuthbert,10473,386.95
Mike Freeman,11241,386.7
Logan Forsythe,7185,381.7
Erik Gonzalez,13369,381.3
Jose Martinez,7996,380.4
Jacob Stallings,13723,379.05
Jedd Gyorko,10816,378.75
Jonathan Lucroy,7870,376.35
Josh Harrison,8202,374.8
Jesus Aguilar,11342,373.2
Grayson Greiner,17062,364.25
Joey Wendle,13853,363.85
Monte Harrison,sa828691,360.35
Delino DeShields,11379,359.6
Francisco Cervelli,5275,359.2
Dwight Smith Jr.,13473,356.2
Jon Berti,12037,355.5
Curt Casali,12510,353.1
Eduardo Nunez,6848,352.4
Kyle Lewis,19508,351.35
Nico Hoerner,21479,350.85
Adam Duvall,10950,349.7
Tyler Saladino,10807,338.4
Stephen Vogt,5000,336.35
Adrian Sanchez,11338,335.8
Matt Duffy,13836,329.5
Chris Davis,9272,327.8
Nick Martini,12005,326.0
Brad Miller,12775,324.35
Jonathan Davis,15104,323.9
Chris Owings,10030,320.85
Hernan Perez,5751,320.55
Dom Nunez,15055,317.3
Steve Pearce,9957,316.3
Tyler Wade,15730,313.5
Ben Gamel,12160,312.8
Austin Romine,5491,311.35
Jo Adell,sa3004837,311.15
Tim Locastro,15124,310.7
Mark Reynolds,7619,309.3
Billy McKinney,15654,308.35
Billy Hamilton,10199,307.4
Justin Bour,9744,305.3
Johan Camargo,14950,299.05
Travis Demeritte,15958,298.95
Austin Slater,16153,297.9
Austin Barnes,12158,296.4
Aramis Garcia,16925,295.85
Austin Hedges,12976,295.4
Josh Phegley,9308,294.45
Kyle Higashioka,5517,290.45
Dominic Smith,15653,290.0
Max Stassi,10059,286.55
Daniel Palka,14897,285.8
Tim Beckham,7949,276.4
Jaylin Davis,19552,272.2
Devon Travis,13862,271.0
Yairo Munoz,16313,269.95
Raudy Read,15766,268.15
David Freitas,10619,266.85
Kevin Plawecki,13807,265.2
Matt Wieters,4298,263.2
Josh Ockimey,sa829375,262.3
Andrew Knizner,19514,258.1
Ryon Healy,15447,257.1
Michael Perez,12977,256.25
Ehire Adrianza,8418,255.75
Jose Bautista,1887,251.1
Greg Garcia,10951,250.75
Mike Ford,15585,249.75
Jeff Mathis,3448,247.25
Ian Sagdal,sa875695,246.5
Clint Frazier,15983,243.85
Sandy Leon,5273,243.45
Cory Spangenberg,12294,238.05
Keon Broxton,9253,238.0
Leonys Martin,11846,236.9
Carlos Gomez,4881,233.8
Jose Pirela,5485,233.6
Jake Marisnick,11339,231.95
Tomas Nido,13755,230.05
Jamie Ritchie,sa829058,227.05
Matt Beaty,17710,223.35
Dustin Pedroia,8370,222.4
J.T. Riddle,17642,221.7
Josh Fuentes,16885,221.15
Russell Martin,4616,220.6
Caleb Joseph,7087,217.25
Jacob Nottingham,16448,213.65
Sean Rodriguez,6589,211.0
Nick Hundley,3376,208.7
Michael A. Taylor,11489,205.1
Jung Ho Kang,17182,204.8
Carlos Gonzalez,7287,204.8
Pablo Reyes,16357,204.6
Peter Bourjos,2578,203.4
Steven Duggar,17719,202.45
Daniel Johnson,sa918018,202.0
Chris Iannetta,8267,201.8
Steve Wilkerson,16041,201.75
Matt Thaiss,19318,200.45
Isaac Paredes,sa920275,199.5
Gordon Beckham,9015,199.5
Domingo Leyba,16404,196.8
Rafael Ortega,10323,196.5
Aledmys Diaz,15937,196.15
Randy Arozarena,19290,192.9
Michael Brosseau,19683,190.6
Chad Wallach,17161,187.15
Luis Rengifo,19858,187.15
Adam Haseley,19878,186.0
Travis Jankowski,13768,181.4
Martin Prado,3312,179.3
Roman Quinn,13546,177.35
John Ryan Murphy,10346,174.8
Charlie Culberson,3298,173.4
Chris Herrmann,9284,171.0
Andrew Romine,1159,168.4
Guillermo Heredia,18721,168.15
Phil Gosselin,10953,165.67
Lucas Erceg,sa872722,165.6
Andrew Stevenson,17932,165.5
Greg Bird,14131,164.1
Drew Butera,3411,163.6
Jorge Bonifacio,12174,162.3
Rene Rivera,3648,162.0
Tony Kemp,14894,161.05
Dylan Moore,18042,157.6
Kyle Farmer,14813,155.7
Andrew Velazquez,14196,150.9
Jake Cave,14477,148.5
Michael Hermosillo,16285,144.9
Richard Urena,16411,142.85
Alex Jackson,17276,139.9
Luis Guillorme,16451,139.65
Alex Blandino,16271,139.0
Alec Bohm,sa3007284,136.6
Jason Martin,16429,131.7
Anthony Alford,14329,131.5
Tyler White,15564,130.6
Curtis Granderson,4747,129.6
Juan Centeno,7168,128.5
Ryan Flaherty,7888,128.4
Scott Heineman,14453,128.2
Cam Gallagher,12981,126.75
Thairo Estrada,16426,125.7
Tyrone Taylor,13675,123.7
Lonnie Chisenhall,7571,122.35
Franklin Barreto,15519,118.3
Andrew Knapp,14942,118.0
Ryan Mountcastle,sa874734,116.5
Cristian Pache,sa916722,116.2
Kean Wong,15994,115.6
Danny Mendick,18889,115.45
Daniel Descalso,8392,112.55
Kevin Kramer,17689,109.4
Cole Tucker,17326,107.65
Matt Kemp,5631,107.6
Tyler Austin,11850,107.5
Bryan Holaday,11287,105.6
Bradley Zimmer,16221,105.15
Austin Jackson,9848,104.1
Seby Zavala,18887,101.2
Brendan Rodgers,17907,95.9
Kevin Cron,16211,94.1
Jake Fraley,19260,93.5
Abraham Toro,19844,91.15
Yu-Cheng Chang,14773,90.4
Yadiel Hernandez,sa724030,88.0
Isiah Kiner-Falefa,16512,87.2
Lane Thomas,16939,79.3
Joey Rickard,13277,78.9
Ty France,17982,78.9
Aaron Hicks,5297,76.0
Jared Walsh,18607,75.5
Brian O'Grady,16729,71.6
Bobby Bradley,17278,67.1
Ian Kinsler,6195,62.5
Erick Mejia,15817,61.75
Rajai Davis,3708,61.2
Anthony Bemboom,13854,59.2
Donnie Walton,19314,58.3
Jonah Heim,sa737843,56.6
Nick Gordon,sa828662,55.6
Jacob Robson,sa658804,55.5
Luis Alexander Basabe,sa736915,54.9
Meibrys Viloria,17109,54.8
Yonathan Daza,15794,54.7
Sam Haggerty,18054,51.85
Sheldon Neuse,19635,51.8
Breyvic Valera,12758,50.65
LaMonte Wade,18126,48.5
Drew Waters,sa3004378,47.85
Michael Lorenzen,14843,47.8
Tim Federowicz,8609,47.5
Daniel Robertson,14145,46.7
Drew Robinson,11761,45.85
Bobby Wilson,6564,44.1
C.J. Chatham,sa873984,43.8
Cedric Mullins II,17929,43.7
Kelvin Gutierrez,17468,42.8
Pat Valaika,14885,41.95
Tzu-Wei Lin,14678,41.3
Tres Barrera,19977,40.2
Brent Rooker,sa3003172,38.6
Austin Wynns,15271,38.3
Chris Shaw,17738,38.1
Edmundo Sosa,17022,37.9
Troy Stokes Jr.,sa828871,37.7
Edwin Rios,18316,36.6
Rangel Ravelo,10839,36.5
Seth Beer,sa3006658,36.0
Dustin Fowler,17098,35.0
Robel Garcia,13167,33.4
Nick Williams,14330,33.2
Eric Haase,14111,31.8
Austin Allen,18083,31.4
Nick Dini,18206,31.4
Vince Fernandez,sa873990,31.3
Zach Green,14973,30.8
Myles Straw,17620,28.5
Brian Miller,sa915826,28.3
Jesus Sanchez,sa872787,25.7
Deivy Grullon,15988,23.3
C.J. Hinojosa,sa658616,23.1
Arquimedes Gamboa,sa877497,22.9
Humberto Arteaga,13595,22.4
Matt Reynolds,13788,21.7
Tim Lopes,14137,21.6
Sergio Alcantara,sa739641,21.2
Daz Cameron,sa874736,20.3
Rusney Castillo,17016,20.0
Alex Kirilloff,sa917929,18.6
Braden Bishop,17806,16.9
Dominic Miroglio,sa739013,16.8
Brian Serven,sa857231,16.8
Tomas Telis,10067,16.8
Ben DeLuzio,sa737626,16.75
Joe McCarthy,sa858039,16.3
Jack Mayfield,15402,15.8
Eli White,sa738478,15.8
Ben Ruta,sa918694,15.8
Donnie Dewees,sa858802,15.8
Ramon Urias,sa597169,15.8
Ke'Bryan Hayes,sa874730,15.8
Skye Bolt,17723,15.8
Luke Maile,13355,14.6
Brian O'Keefe,sa829152,14.5
Taylor Ward,17548,12.55
Austin Rei,sa659079,11.7
Abiatal Avelino,15496,11.55
Nick Heath,sa918355,9.2
Chas McCormick,sa3004174,7.8
Ian Rice,sa658968,3.2
Austin Bossart,sa875667,2.7
Christian Kelley,sa875583,2.7
Corey Ray,sa829315,0.0
Trey Amburgey,sa875629,-0.5
Rylan Bannon,sa3004162,-0.5
Ronnie Dawson,sa873674,-0.5
Drew Weeks,sa602429,-0.5
Edward Olivares,sa832015,-0.5
Luis Torrens,15905,-0.5
Pablo Sandoval,5409,-0.5
Justin Williams,15490,-0.5
Kyle Garlick,18063,-0.5
Santiago Espinal,sa918188,-0.5
Scott Schebler,12225,-0.5
Mickey Moniak,sa917920,-0.5
Chad De La Guerra,sa875729,-0.5
Andy Young,sa919031,-0.5
Dylan Carlson,sa917940,-0.5
Adolis Garcia,19287,-0.5
Jared Oliva,sa915844,-0.5
Robbie Grossman,5254,-0.5
DJ Peters,sa829712,-0.5
Dairon Blanco,sa3005386,-0.5
Jose Siri,sa736940,-0.5
Esteban Quiroz,sa596560,-0.5
Jason Vosler,sa829190,-0.5
TJ Friedl,sa943754,-0.5
Jorge Mateo,sa657910,-0.5
Mitchell Tolman,sa858829,-0.5
Forrest Wall,sa828682,-0.5
Jarren Duran,sa3006786,-0.5
Juan Pascal,sa917155,-1.0
Matt Cogen,sa3007083,-1.0
Juan Morales,sa917152,-1.0
Korby Batesole,sa3006847,-1.0
Mason House,sa3004278,-1.0
Melvin Jimenez,sa872557,-1.0
Melvin Mercedes,sa658283,-1.0
Mason Mallard,sa1172017,-1.0
Matt Duce,sa3006644,-1.0
Matt Brooks,sa918863,-1.0
Kevin Markham,sa3004374,-1.0
Juan Carlos Gamboa,sa542553,-1.0
Melvin Novoa,sa827953,-1.0
Micah Bello,sa3006883,-1.0
Matt Davidson,7226,-1.0
Michael Crouse,sa454895,-1.0
Juan Perez,sa599306,-1.0
Juan Carlos Garcia,sa652681,-1.0
McCarthy Tatum,sa3010582,-1.0
Mc Gregory Contreras,sa917178,-1.0
Matt Gorski,sa3010399,-1.0
Maxwell Morales,sa917279,-1.0
Matt Hearn,sa918523,-1.0
Korey Holland,sa3008249,-1.0
Matt Holliday,1873,-1.0
Juan Mora,sa3008469,-1.0
Kona Quiggle,sa3010588,-1.0
Matt Jones,sa874481,-1.0
Kevin Medrano,sa577957,-1.0
Maxwell Leon,sa326041,-1.0
Juan Paulino,sa3008190,-1.0
Mateo Gil,sa3007050,-1.0
Juan Aparicio,sa3002710,-1.0
Michael Cooper,sa3004072,-1.0
Juan Apodaca,sa286639,-1.0
Mason Martin,sa3004885,-1.0
Mason McCoy,sa3002758,-1.0
Juan Ramirez,sa917018,-1.0
Juan Barriento,sa829438,-1.0
Michael Chirinos,sa3003239,-1.0
Kidany Salva,sa918375,-1.0
Juan Batista,sa3005629,-1.0
Michael Cantu,sa829494,-1.0
Kiki Menendez,sa3007530,-1.0
Juan Bidau,sa3003414,-1.0
Juan Querecuto,sa3005721,-1.0
Juan Pizarro,sa3009793,-1.0
Jovan Rosa,sa328155,-1.0
Juan Pineda,sa872798,-1.0
Michael Bernal,sa918667,-1.0
Michael Beltre,sa736945,-1.0
Michael Almanzar,sa455994,-1.0
Juan Camacho,sa877333,-1.0
Kingston Liniak,sa3007020,-1.0
Kirvin Moesquit,sa829715,-1.0
Micah Brown,sa3004286,-1.0
Juan Carlos Abreu,sa918527,-1.0
Mason Robbins,sa599191,-1.0
Kole Enright,sa917991,-1.0
Juan Pie,sa3005531,-1.0
Mason Williams,11859,-1.0
Kevin Maitan,sa969045,-1.0
Max Smith,sa1170615,-1.0
Juan Montes,sa828387,-1.0
Matthew Batten,sa3004179,-1.0
Matt Winn,sa858059,-1.0
Matt den Dekker,11385,-1.0
Matthew Acosta,sa3009870,-1.0
Kobie Taylor,sa918366,-1.0
Juan Guerrero,sa3008759,-1.0
Matt Reistetter,sa707779,-1.0
Kole Cottam,sa3006780,-1.0
Matthew Page,sa829167,-1.0
Juan Graterol,5398,-1.0
Matthew Fraizer,sa918983,-1.0
Matthew Jarecki,sa3006940,-1.0
Matt Pita,sa3008146,-1.0
Juan Garcia,sa917106,-1.0
Matthew Mercedes,sa3003374,-1.0
Juan Loyo,sa3005948,-1.0
Kevin Melendez,sa3007319,-1.0
Juan Herrera,sa3002699,-1.0
Matt Winaker,sa3004506,-1.0
Kevin Merrell,sa915707,-1.0
Matt Whatley,sa915868,-1.0
Matt Wallner,sa918808,-1.0
Matt Vierling,sa3006781,-1.0
Kody Clemens,sa3008002,-1.0
Matt Szczur,11255,-1.0
Kody Eaves,sa658290,-1.0
Matt Snyder,sa602687,-1.0
Matt Rose,sa658586,-1.0
Juan Jerez,sa3008892,-1.0
Matt Sanders,sa3006679,-1.0
Juan Kelly,sa657541,-1.0
Matt Skole,12119,-1.0
Juan Martinez,sa502541,-1.0
Juan Fernandez,sa917824,-1.0
Matt Juengel,sa658579,-1.0
Max Schrock,sa658670,-1.0
Matt McLaughlin,sa915706,-1.0
Juan Crisp,sa3005592,-1.0
Matt McGarry,sa3007881,-1.0
Kiumel Bastardo,sa3003353,-1.0
Matt Lloyd,sa1169978,-1.0
Juan Ciriaco,sa226165,-1.0
Matt Lipka,sa548175,-1.0
Max Burt,sa3007631,-1.0
Matt Kroon,sa3007502,-1.0
Juan Carlos Smith,sa919974,-1.0
Juan Mendez,sa3002700,-1.0
Max Schuemann,sa3007511,-1.0
Juan Carlos Negret,sa3003430,-1.0
Kody Hoese,sa3010021,-1.0
Max Pentecost,sa601924,-1.0
Max Murphy,sa827182,-1.0
Juan Mata,sa3005943,-1.0
Juan De La Rosa,sa3003235,-1.0
Juan Martinez,sa917056,-1.0
Matt McPhearson,sa737783,-1.0
Max Moroff,14556,-1.0
Max McDowell,sa875626,-1.0
Matt Morales,sa876379,-1.0
Matt Morgan,sa828869,-1.0
Juan De Leon,sa872565,-1.0
Max Hogan,sa3004521,-1.0
Juan Diaz,sa3008862,-1.0
Matt Morrow,sa3007644,-1.0
Max George,sa829010,-1.0
Matt Oberste,sa737845,-1.0
Kleiber Rodriguez,sa917072,-1.0
L.T. Tolbert,sa876146,-1.0
Michael Reed,13228,-1.0
Michael Cruz,sa918049,-1.0
Mitch Nay,sa657873,-1.0
Mishael Deson,sa3008828,-1.0
Kevin Taylor,sa599801,-1.0
Missael Rivera,sa916023,-1.0
Joseph Odom,sa738310,-1.0
Mitch Ghelfi,sa875890,-1.0
Kevin Smith,sa915864,-1.0
Mitch Longo,sa874178,-1.0
Joseph Monge,sa738151,-1.0
Mitch Piatnik,sa875194,-1.0
Misael Urbina,sa3008743,-1.0
Mitch Reeves,sa3004137,-1.0
Mitch Roman,sa918259,-1.0
Mitch Spires,sa3006686,-1.0
Jose Zapata,sa3006179,-1.0
Mitch Walding,13006,-1.0
Kevin Santiago,sa876308,-1.0
Kevin Santa,sa3004252,-1.0
Jose Vinicio,sa549538,-1.0
Joseph Ortiz,sa3009889,-1.0
Joseph Paulino,sa3006580,-1.0
Mitchell Kranson,sa918156,-1.0
Joseph Reyes,sa3004269,-1.0
Josh Bissonette,sa1170619,-1.0
Josh Altmann,sa875314,-1.0
Mikell Granberry,sa828487,-1.0
Mikey Edie,sa827967,-1.0
Josh Allen,sa3006643,-1.0
Kevin Vicuna,sa872466,-1.0
Joseph Rosa,sa872490,-1.0
Mikey White,sa658966,-1.0
Mikie Mahtook,13130,-1.0
Kevin Torres,sa3003261,-1.0
Miles Gordon,sa875024,-1.0
Miles Mastrobuoni,sa918318,-1.0
Milkar Perez,sa3008883,-1.0
Miller Chacon,sa3003425,-1.0
Milton Ramos,sa828792,-1.0
Joseph Pena,sa3007087,-1.0
Milton Smith II,sa3007076,-1.0
Misael German,sa728813,-1.0
Mitchell Hansen,sa874799,-1.0
Mitchell Robinson,sa3007865,-1.0
Jothson Flores,sa3005241,-1.0
Nate Mondou,sa873282,-1.0
Nash Knight,sa876814,-1.0
Nasim Nunez,sa3010695,-1.0
Natanael Santana,sa3008950,-1.0
Jose Sanchez,sa3004382,-1.0
Jose Salas,sa871446,-1.0
Nate Easley,sa919164,-1.0
Nate Esposito,sa602817,-1.0
Nate Fassnacht,sa3010594,-1.0
Nate Nolan,sa918101,-1.0
Mylz Jones,sa875606,-1.0
Nate Orf,15407,-1.0
Nate Scantlin,sa3004168,-1.0
Nathan Eaton,sa3007074,-1.0
Jose Ruiz,sa523975,-1.0
